	M	physical_dist
('R02H-7-T', 'R14B-4-T')	0.20890527030840222	2.6318213013161085
('R02H-7-T', 'R15H-1-T')	0.014991323224954764	62.68022458932253
('R02H-7-T', 'R15H-2-T')	0.01498762779246094	62.68022458932253
('R02H-7-T', 'R15H-2-T_bis')	0.014981318963056175	62.68022458932253
('R02H-7-T', 'R15H-3-T')	0.014933402249568099	62.68022458932253
('R02H-7-T', 'R15H-3-T_old')	0.014970739206939289	62.68022458932253
('R02H-7-T', 'R15H-6-T')	0.014946046812527447	62.68022458932253
('R02H-7-T', 'R15H-7-T')	0.014982243812440775	62.68022458932253
('R02H-7-T', 'R16L-1-T')	0.0149913695781579	64.44299882866542
('R02H-7-T', 'R16L-2-T')	0.01498285323991225	64.44299882866542
('R02H-7-T', 'R16L-3-T')	0.01497803921887854	64.44299882866542
('R02H-7-T', 'R16L-4-T')	0.01498886623405	64.44299882866542
('R02H-7-T', 'R16L-5-T')	0.014987896193964215	64.44299882866542
('R02H-8-T', 'R02H-8-T_bis')	0.13710818540077963	0.0
('R02H-8-T', 'R02H-9-T')	0.02708843036050103	0.0
('R02H-8-T', 'R07B-1-Ta')	0.07278685601713901	1.0027409984281273
('R02H-8-T', 'R07B-1-Tb')	0.06453574962064296	1.0027409984281273
('R02H-8-T', 'R07B-1-Tc')	0.444808890072901	1.0027409984281273
('R02H-8-T', 'R07B-1-Td')	0.08732345505416239	1.0027409984281273
('R02H-8-T', 'R07B-2-Tb')	0.04611783017531014	1.0027409984281273
('R02H-8-T', 'R07B-2-Tc')	0.050107532785094715	1.0027409984281273
('R02H-8-T', 'R07B-3-T')	0.03694496128815855	1.0027409984281273
('R02H-8-T', 'R08H-1-T')	0.08152911209872415	1.003118262584185
('R02H-8-T', 'R08H-2-Ta')	0.14597484579000275	1.003118262584185
('R02H-8-T', 'R08H-2-Tb')	0.10555263652064877	1.003118262584185
('R02H-8-T', 'R08H-2-Tc')	0.37209674438665047	1.003118262584185
('R02H-8-T', 'R08H-3-Ta')	0.26291508018563964	1.003118262584185
('R02H-8-T', 'R08H-3-Tb')	0.4391400209933892	1.003118262584185
('R02H-8-T', 'R08H-3-Tc')	0.4415835323400629	1.003118262584185
('R02H-8-T', 'R09L-2-Ta')	0.14736529626974143	1.00076680297774
('R02H-8-T', 'R09L-2-Tb')	0.11253364874448754	1.00076680297774
('R02H-8-T', 'R09L-2-Tc')	0.10347700492697608	1.00076680297774
('R02H-8-T', 'R09L-3-T')	0.10786596740702269	1.00076680297774
('R02H-8-T', 'R09L-4-Ta')	0.021788454403356687	1.00076680297774
('R02H-8-T', 'R09L-4-Tb')	0.05148323365714085	1.00076680297774
('R02H-8-T', 'R09L-4-Tc')	0.05968253293980533	1.00076680297774
('R02H-8-T', 'R13L-3-T')	0.050071751224748204	2.6278716822892
('R02H-8-T', 'R13L-4-T')	0.056793702844824524	2.6278716822892
('R02H-8-T', 'R13L-5-T')	0.09486378419344133	2.6278716822892
('R02H-8-T', 'R14B-2-T')	0.010720021766479581	2.6318213013161085
('R02H-8-T', 'R14B-4-T')	0.12928654433093242	2.6318213013161085
('R02H-8-T', 'R15H-1-T')	0.007547558879664255	62.68022458932253
('R02H-8-T', 'R15H-2-T')	0.0075471623465838585	62.68022458932253
('R02H-8-T', 'R15H-2-T_bis')	0.007545084164812455	62.68022458932253
('R02H-8-T', 'R15H-3-T')	0.007520764778564103	62.68022458932253
('R02H-8-T', 'R15H-3-T_old')	0.007538210436035379	62.68022458932253
('R02H-8-T', 'R15H-6-T')	0.007527687437563684	62.68022458932253
('R02H-8-T', 'R15H-7-T')	0.007543789584540328	62.68022458932253
('R02H-8-T', 'R16L-1-T')	0.00755291762927595	64.44299882866542
('R02H-8-T', 'R16L-2-T')	0.007544123465265297	64.44299882866542
('R02H-8-T', 'R16L-3-T')	0.0075430280372357356	64.44299882866542
('R02H-8-T', 'R16L-4-T')	0.00754719893456297	64.44299882866542
('R02H-8-T', 'R16L-5-T')	0.007547146396009109	64.44299882866542
('R02H-8-T_bis', 'R02H-9-T')	0.039939550166331	0.0
('R02H-8-T_bis', 'R07B-1-Ta')	0.10685728430082353	1.0027409984281273
('R02H-8-T_bis', 'R07B-1-Tb')	0.09484781037275211	1.0027409984281273
('R02H-8-T_bis', 'R07B-1-Tc')	0.5198592366145363	1.0027409984281273
('R02H-8-T_bis', 'R07B-1-Td')	0.12520177152958506	1.0027409984281273
('R02H-8-T_bis', 'R07B-2-Tb')	0.07043212869314928	1.0027409984281273
('R02H-8-T_bis', 'R07B-2-Tc')	0.07728957608776622	1.0027409984281273
('R02H-8-T_bis', 'R07B-3-T')	0.054621195832197225	1.0027409984281273
('R02H-8-T_bis', 'R08H-1-T')	0.11630390516231576	1.003118262584185
('R02H-8-T_bis', 'R08H-2-Ta')	0.2021310865078286	1.003118262584185
('R02H-8-T_bis', 'R08H-2-Tb')	0.1505846479983201	1.003118262584185
('R02H-8-T_bis', 'R08H-2-Tc')	0.4514773046602088	1.003118262584185
('R02H-8-T_bis', 'R08H-3-Ta')	0.33470483204254353	1.003118262584185
('R02H-8-T_bis', 'R08H-3-Tb')	0.5146111261882136	1.003118262584185
('R02H-8-T_bis', 'R08H-3-Tc')	0.5152491321990741	1.003118262584185
('R02H-8-T_bis', 'R09L-2-Ta')	0.2026571132872881	1.00076680297774
('R02H-8-T_bis', 'R09L-2-Tb')	0.15869861572120983	1.00076680297774
('R02H-8-T_bis', 'R09L-2-Tc')	0.14719010248059408	1.00076680297774
('R02H-8-T_bis', 'R09L-3-T')	0.14879823675233922	1.00076680297774
('R02H-8-T_bis', 'R09L-4-Ta')	0.03223333499279255	1.00076680297774
('R02H-8-T_bis', 'R09L-4-Tb')	0.07368630569424671	1.00076680297774
('R02H-8-T_bis', 'R09L-4-Tc')	0.0850392075022265	1.00076680297774
('R02H-8-T_bis', 'R13L-3-T')	0.09252932303705892	2.6278716822892
('R02H-8-T_bis', 'R13L-4-T')	0.0808008830186714	2.6278716822892
('R02H-8-T_bis', 'R13L-5-T')	0.1351346783737066	2.6278716822892
('R02H-8-T_bis', 'R14B-2-T')	0.015733359804525233	2.6318213013161085
('R02H-8-T_bis', 'R14B-4-T')	0.17737436436592657	2.6318213013161085
('R02H-8-T_bis', 'R15H-1-T')	0.011002892068292188	62.68022458932253
('R02H-8-T_bis', 'R15H-2-T')	0.011003119743024509	62.68022458932253
('R02H-8-T_bis', 'R15H-2-T_bis')	0.011000984636101205	62.68022458932253
('R02H-8-T_bis', 'R15H-3-T')	0.010964982191542138	62.68022458932253
('R02H-8-T_bis', 'R15H-3-T_old')	0.010991723165911908	62.68022458932253
('R02H-8-T_bis', 'R15H-6-T')	0.010975375324458723	62.68022458932253
('R02H-8-T_bis', 'R15H-7-T')	0.010997941667125442	62.68022458932253
('R02H-8-T_bis', 'R16L-1-T')	0.011015953830075842	64.44299882866542
('R02H-8-T_bis', 'R16L-2-T')	0.010997884904681185	64.44299882866542
('R02H-8-T_bis', 'R16L-3-T')	0.01099808905407645	64.44299882866542
('R02H-8-T_bis', 'R16L-4-T')	0.011002781713219114	64.44299882866542
('R02H-8-T_bis', 'R16L-5-T')	0.011002973629094245	64.44299882866542
('R02H-9-T', 'R07B-1-Ta')	0.3656700203166934	1.0027409984281273
('R02H-9-T', 'R07B-1-Tb')	0.34363050882070345	1.0027409984281273
('R02H-9-T', 'R07B-1-Tc')	0.4566638453382969	1.0027409984281273
('R02H-9-T', 'R07B-1-Td')	0.3456011591315597	1.0027409984281273
('R02H-9-T', 'R07B-2-Tb')	0.411755849963175	1.0027409984281273
('R02H-9-T', 'R07B-2-Tc')	0.4751044606478546	1.0027409984281273
('R02H-9-T', 'R07B-3-T')	0.2549499377645719	1.0027409984281273
('R02H-9-T', 'R08H-1-T')	0.35723721282228926	1.003118262584185
('R02H-9-T', 'R08H-2-Ta')	0.4070035530320212	1.003118262584185
('R02H-9-T', 'R08H-2-Tb')	0.3888785656630831	1.003118262584185
('R02H-9-T', 'R08H-2-Tc')	0.45047267024055865	1.003118262584185
('R02H-9-T', 'R08H-3-Ta')	0.4258805259929177	1.003118262584185
('R02H-9-T', 'R08H-3-Tb')	0.4529708219296084	1.003118262584185
('R02H-9-T', 'R08H-3-Tc')	0.4540869889835828	1.003118262584185
('R02H-9-T', 'R09L-2-Ta')	0.4093183921060386	1.00076680297774
('R02H-9-T', 'R09L-2-Tb')	0.3928399089769768	1.00076680297774
('R02H-9-T', 'R09L-2-Tc')	0.3888860449687791	1.00076680297774
('R02H-9-T', 'R09L-3-T')	0.33878040748593075	1.00076680297774
('R02H-9-T', 'R09L-4-Ta')	0.2576711204616042	1.00076680297774
('R02H-9-T', 'R09L-4-Tb')	0.2526958566962402	1.00076680297774
('R02H-9-T', 'R09L-4-Tc')	0.27135092459127946	1.00076680297774
('R02H-9-T', 'R13L-3-T')	0.2722080369842468	2.6278716822892
('R02H-9-T', 'R13L-4-T')	0.2709889565820366	2.6278716822892
('R02H-9-T', 'R13L-5-T')	0.3246869133528443	2.6278716822892
('R02H-9-T', 'R14B-2-T')	0.07801920282461537	2.6318213013161085
('R02H-9-T', 'R14B-4-T')	0.3534862476180134	2.6318213013161085
('R02H-9-T', 'R15H-1-T')	0.08056784320653948	62.68022458932253
('R02H-9-T', 'R15H-2-T')	0.08026417205646923	62.68022458932253
('R02H-9-T', 'R15H-2-T_bis')	0.08006018315701312	62.68022458932253
('R02H-9-T', 'R15H-3-T')	0.07973344144461557	62.68022458932253
('R02H-9-T', 'R15H-3-T_old')	0.08020805871785483	62.68022458932253
('R02H-9-T', 'R15H-6-T')	0.07971649906935613	62.68022458932253
('R02H-9-T', 'R15H-7-T')	0.08036795284940185	62.68022458932253
('R02H-9-T', 'R16L-1-T')	0.07977705856181688	64.44299882866542
('R02H-9-T', 'R16L-2-T')	0.08031625849690278	64.44299882866542
('R02H-9-T', 'R16L-3-T')	0.08014201875322918	64.44299882866542
('R02H-9-T', 'R16L-4-T')	0.08040447248221679	64.44299882866542
('R02H-9-T', 'R16L-5-T')	0.08029051477489703	64.44299882866542
('R07B-1-Ta', 'R07B-1-Tb')	0.21355994018975819	0.0
('R07B-1-Ta', 'R07B-1-Tc')	0.5255472891736727	0.0
('R07B-1-Ta', 'R07B-1-Td')	0.24105943397830631	0.0
('R07B-1-Ta', 'R07B-2-Tb')	0.22126981751935818	0.0
('R07B-1-Ta', 'R07B-2-Tc')	0.27156632727000224	0.0
('R07B-1-Ta', 'R07B-3-T')	0.1258788669628277	0.0
('R07B-1-Ta', 'R08H-1-T')	0.2202235010243105	0.003651489086039965
('R07B-1-Ta', 'R08H-2-Ta')	0.33709546930597295	0.003651489086039965
('R07B-1-Ta', 'R08H-2-Tb')	0.28419129257492626	0.003651489086039965
('R07B-1-Ta', 'R08H-2-Tc')	0.49558295374619427	0.003651489086039965
('R07B-1-Ta', 'R08H-3-Ta')	0.4171434783153492	0.003651489086039965
('R07B-1-Ta', 'R08H-3-Tb')	0.5160271280526294	0.003651489086039965
('R07B-1-Ta', 'R08H-3-Tc')	0.5190102401190467	0.003651489086039965
('R07B-1-Ta', 'R09L-2-Ta')	0.32923423777304006	0.006718020322981626
('R07B-1-Ta', 'R09L-2-Tb')	0.2877243389126835	0.006718020322981626
('R07B-1-Ta', 'R09L-2-Tc')	0.2782341873228792	0.006718020322981626
('R07B-1-Ta', 'R09L-3-T')	0.24479185415133892	0.006718020322981626
('R07B-1-Ta', 'R09L-4-Ta')	0.07789631421858473	0.006718020322981626
('R07B-1-Ta', 'R09L-4-Tb')	0.14335152224076808	0.006718020322981626
('R07B-1-Ta', 'R09L-4-Tc')	0.16091550195062368	0.006718020322981626
('R07B-1-Ta', 'R13L-3-T')	0.15344952784718632	1.627208176765373
('R07B-1-Ta', 'R13L-4-T')	0.15263390815001138	1.627208176765373
('R07B-1-Ta', 'R13L-5-T')	0.2274572056205646	1.627208176765373
('R07B-1-Ta', 'R14B-2-T')	0.03269025919748338	1.6309390413675433
('R07B-1-Ta', 'R14B-4-T')	0.2755305100156433	1.6309390413675433
('R07B-1-Ta', 'R15H-1-T')	0.025333031198530625	61.775057601849795
('R07B-1-Ta', 'R15H-2-T')	0.025313204257671463	61.775057601849795
('R07B-1-Ta', 'R15H-2-T_bis')	0.0252954383947106	61.775057601849795
('R07B-1-Ta', 'R15H-3-T')	0.025200622001754946	61.775057601849795
('R07B-1-Ta', 'R15H-3-T_old')	0.025281524796678497	61.775057601849795
('R07B-1-Ta', 'R15H-6-T')	0.025217955508051	61.775057601849795
('R07B-1-Ta', 'R15H-7-T')	0.02531052600913451	61.775057601849795
('R07B-1-Ta', 'R16L-1-T')	0.02531451555804277	63.51595655188799
('R07B-1-Ta', 'R16L-2-T')	0.025302631422750497	63.51595655188799
('R07B-1-Ta', 'R16L-3-T')	0.025298358024687904	63.51595655188799
('R07B-1-Ta', 'R16L-4-T')	0.025317970249304773	63.51595655188799
('R07B-1-Ta', 'R16L-5-T')	0.02531456620427506	63.51595655188799
('R07B-1-Tb', 'R07B-1-Tc')	0.5649570729613531	0.0
('R07B-1-Tb', 'R07B-1-Td')	0.27323581508511596	0.0
('R07B-1-Tb', 'R07B-2-Tb')	0.25403244841180705	0.0
('R07B-1-Tb', 'R07B-2-Tc')	0.30961280544911685	0.0
('R07B-1-Tb', 'R07B-3-T')	0.14634822373154896	0.0
('R07B-1-Tb', 'R08H-1-T')	0.25105337609236367	0.003651489086039965
('R07B-1-Tb', 'R08H-2-Ta')	0.37554885261775284	0.003651489086039965
('R07B-1-Tb', 'R08H-2-Tb')	0.32000874144188635	0.003651489086039965
('R07B-1-Tb', 'R08H-2-Tc')	0.5356967782359713	0.003651489086039965
('R07B-1-Tb', 'R08H-3-Ta')	0.45764152907777417	0.003651489086039965
('R07B-1-Tb', 'R08H-3-Tb')	0.555586260822107	0.003651489086039965
('R07B-1-Tb', 'R08H-3-Tc')	0.5585019104839876	0.003651489086039965
('R07B-1-Tb', 'R09L-2-Ta')	0.3673919080804974	0.006718020322981626
('R07B-1-Tb', 'R09L-2-Tb')	0.3237232993871788	0.006718020322981626
('R07B-1-Tb', 'R09L-2-Tc')	0.3136790272829474	0.006718020322981626
('R07B-1-Tb', 'R09L-3-T')	0.2768391209169994	0.006718020322981626
('R07B-1-Tb', 'R09L-4-Ta')	0.09160164519888542	0.006718020322981626
('R07B-1-Tb', 'R09L-4-Tb')	0.1652749027756762	0.006718020322981626
('R07B-1-Tb', 'R09L-4-Tc')	0.1850202741864067	0.006718020322981626
('R07B-1-Tb', 'R13L-3-T')	0.1778530051473818	1.627208176765373
('R07B-1-Tb', 'R13L-4-T')	0.17636912834761734	1.627208176765373
('R07B-1-Tb', 'R13L-5-T')	0.25811140945864647	1.627208176765373
('R07B-1-Tb', 'R14B-2-T')	0.038448743813980814	1.6309390413675433
('R07B-1-Tb', 'R14B-4-T')	0.3097078753400665	1.6309390413675433
('R07B-1-Tb', 'R15H-1-T')	0.030254521236871446	61.775057601849795
('R07B-1-Tb', 'R15H-2-T')	0.030227090561245527	61.775057601849795
('R07B-1-Tb', 'R15H-2-T_bis')	0.03020284691054393	61.775057601849795
('R07B-1-Tb', 'R15H-3-T')	0.03008966157269615	61.775057601849795
('R07B-1-Tb', 'R15H-3-T_old')	0.030190316657820137	61.775057601849795
('R07B-1-Tb', 'R15H-6-T')	0.030109079543924614	61.775057601849795
('R07B-1-Tb', 'R15H-7-T')	0.03022549812322263	61.775057601849795
('R07B-1-Tb', 'R16L-1-T')	0.030217908212545774	63.51595655188799
('R07B-1-Tb', 'R16L-2-T')	0.030216162083899326	63.51595655188799
('R07B-1-Tb', 'R16L-3-T')	0.030207303849422374	63.51595655188799
('R07B-1-Tb', 'R16L-4-T')	0.030234088564785752	63.51595655188799
('R07B-1-Tb', 'R16L-5-T')	0.030229121808163232	63.51595655188799
('R07B-1-Tc', 'R07B-1-Td')	0.009302667943281296	0.0
('R07B-1-Tc', 'R07B-2-Tb')	0.004472572069363014	0.0
('R07B-1-Tc', 'R07B-2-Tc')	0.004882314978670028	0.0
('R07B-1-Tc', 'R07B-3-T')	0.0035545133066486544	0.0
('R07B-1-Tc', 'R08H-1-T')	0.008555077449453911	0.003651489086039965
('R07B-1-Tc', 'R08H-2-Ta')	0.017561418587870574	0.003651489086039965
('R07B-1-Tc', 'R08H-2-Tb')	0.011620148535557179	0.003651489086039965
('R07B-1-Tc', 'R08H-2-Tc')	0.09278972511166322	0.003651489086039965
('R07B-1-Tc', 'R08H-3-Ta')	0.043243896323115164	0.003651489086039965
('R07B-1-Tc', 'R08H-3-Tb')	0.16052438963671212	0.003651489086039965
('R07B-1-Tc', 'R08H-3-Tc')	0.16391770928377564	0.003651489086039965
('R07B-1-Tc', 'R09L-2-Ta')	0.017787082700189135	0.006718020322981626
('R07B-1-Tc', 'R09L-2-Tb')	0.012572334626086363	0.006718020322981626
('R07B-1-Tc', 'R09L-2-Tc')	0.01133867582111515	0.006718020322981626
('R07B-1-Tc', 'R09L-3-T')	0.011942449900866027	0.006718020322981626
('R07B-1-Tc', 'R09L-4-Ta')	0.0020320130524695778	0.006718020322981626
('R07B-1-Tc', 'R09L-4-Tb')	0.0050853327760989895	0.006718020322981626
('R07B-1-Tc', 'R09L-4-Tc')	0.005996689882185825	0.006718020322981626
('R07B-1-Tc', 'R13L-3-T')	0.004971847771917649	1.627208176765373
('R07B-1-Tc', 'R13L-4-T')	0.005681324702542001	1.627208176765373
('R07B-1-Tc', 'R13L-5-T')	0.010329355929808312	1.627208176765373
('R07B-1-Tc', 'R14B-2-T')	0.0009981860336279063	1.6309390413675433
('R07B-1-Tc', 'R14B-4-T')	0.015163661276346415	1.6309390413675433
('R07B-1-Tc', 'R15H-1-T')	0.0006826019833411118	61.775057601849795
('R07B-1-Tc', 'R15H-2-T')	0.0006827000094748691	61.775057601849795
('R07B-1-Tc', 'R15H-2-T_bis')	0.0006826167951987356	61.775057601849795
('R07B-1-Tc', 'R15H-3-T')	0.0006804087708993548	61.775057601849795
('R07B-1-Tc', 'R15H-3-T_old')	0.0006818558396767131	61.775057601849795
('R07B-1-Tc', 'R15H-6-T')	0.0006810840101706398	61.775057601849795
('R07B-1-Tc', 'R15H-7-T')	0.0006823361305344847	61.775057601849795
('R07B-1-Tc', 'R16L-1-T')	0.0006836075383709312	63.51595655188799
('R07B-1-Tc', 'R16L-2-T')	0.0006823636124554738	63.51595655188799
('R07B-1-Tc', 'R16L-3-T')	0.0006823930249548184	63.51595655188799
('R07B-1-Tc', 'R16L-4-T')	0.0006826566598252858	63.51595655188799
('R07B-1-Tc', 'R16L-5-T')	0.0006826840926848883	63.51595655188799
('R07B-1-Td', 'R07B-2-Tb')	0.13721163285910215	0.0
('R07B-1-Td', 'R07B-2-Tc')	0.1549511964721154	0.0
('R07B-1-Td', 'R07B-3-T')	0.09729156716916372	0.0
('R07B-1-Td', 'R08H-1-T')	0.18764161287662853	0.003651489086039965
('R07B-1-Td', 'R08H-2-Ta')	0.2987211863074472	0.003651489086039965
