	Sample	read_id	Sample_id	Site	Region	Flow	Ind	Duplicate	seqid
745	R07B-1-Tc	R07B-1-Tc_LpxA_CC_174	A15	R07B	MEF	B	R07B-1	n	FLD0081
746	R07B-1-Tc	R07B-1-Tc_LpxA_CC_175	A15	R07B	MEF	B	R07B-1	n	FLD0081
747	R07B-1-Tc	R07B-1-Tc_LpxA_CC_176	A15	R07B	MEF	B	R07B-1	n	FLD0081
748	R07B-1-Tc	R07B-1-Tc_LpxA_CC_177	A15	R07B	MEF	B	R07B-1	n	FLD0081
749	R07B-1-Tc	R07B-1-Tc_LpxA_CC_178	A15	R07B	MEF	B	R07B-1	n	FLD0081
750	R07B-1-Tc	R07B-1-Tc_LpxA_CC_179	A15	R07B	MEF	B	R07B-1	n	FLD0081
751	R07B-1-Tc	R07B-1-Tc_LpxA_CC_180	A15	R07B	MEF	B	R07B-1	n	FLD0081
752	R07B-1-Tc	R07B-1-Tc_LpxA_CC_181	A15	R07B	MEF	B	R07B-1	n	FLD0081
753	R07B-1-Tc	R07B-1-Tc_LpxA_CC_182	A15	R07B	MEF	B	R07B-1	n	FLD0081
754	R07B-1-Tc	R07B-1-Tc_LpxA_CC_183	A15	R07B	MEF	B	R07B-1	n	FLD0081
755	R07B-1-Tc	R07B-1-Tc_LpxA_CC_184	A15	R07B	MEF	B	R07B-1	n	FLD0081
756	R07B-1-Tc	R07B-1-Tc_LpxA_CC_185	A15	R07B	MEF	B	R07B-1	n	FLD0081
757	R07B-1-Tc	R07B-1-Tc_LpxA_CC_186	A15	R07B	MEF	B	R07B-1	n	FLD0081
758	R07B-1-Tc	R07B-1-Tc_LpxA_CC_187	A15	R07B	MEF	B	R07B-1	n	FLD0081
759	R07B-1-Tc	R07B-1-Tc_LpxA_CC_188	A15	R07B	MEF	B	R07B-1	n	FLD0081
760	R07B-1-Tc	R07B-1-Tc_LpxA_CT_0	A15	R07B	MEF	B	R07B-1	n	FLD0081
761	R07B-1-Tc	R07B-1-Tc_LpxA_CT_1	A15	R07B	MEF	B	R07B-1	n	FLD0081
762	R07B-1-Tc	R07B-1-Tc_LpxA_CT_2	A15	R07B	MEF	B	R07B-1	n	FLD0081
763	R07B-1-Tc	R07B-1-Tc_LpxA_CT_3	A15	R07B	MEF	B	R07B-1	n	FLD0081
764	R07B-1-Tc	R07B-1-Tc_LpxA_CT_4	A15	R07B	MEF	B	R07B-1	n	FLD0081
765	R07B-1-Tc	R07B-1-Tc_LpxA_CT_5	A15	R07B	MEF	B	R07B-1	n	FLD0081
766	R07B-1-Tc	R07B-1-Tc_LpxA_CT_6	A15	R07B	MEF	B	R07B-1	n	FLD0081
767	R07B-1-Tc	R07B-1-Tc_LpxA_CT_7	A15	R07B	MEF	B	R07B-1	n	FLD0081
768	R07B-1-Tc	R07B-1-Tc_LpxA_CT_8	A15	R07B	MEF	B	R07B-1	n	FLD0081
769	R07B-1-Tc	R07B-1-Tc_LpxA_CT_9	A15	R07B	MEF	B	R07B-1	n	FLD0081
770	R07B-1-Tc	R07B-1-Tc_LpxA_CT_10	A15	R07B	MEF	B	R07B-1	n	FLD0081
771	R07B-1-Tc	R07B-1-Tc_LpxA_CT_11	A15	R07B	MEF	B	R07B-1	n	FLD0081
772	R07B-1-Tc	R07B-1-Tc_LpxA_CT_12	A15	R07B	MEF	B	R07B-1	n	FLD0081
773	R07B-1-Tc	R07B-1-Tc_LpxA_CT_13	A15	R07B	MEF	B	R07B-1	n	FLD0081
774	R07B-1-Tc	R07B-1-Tc_LpxA_CT_14	A15	R07B	MEF	B	R07B-1	n	FLD0081
775	R07B-1-Tc	R07B-1-Tc_LpxA_CT_15	A15	R07B	MEF	B	R07B-1	n	FLD0081
776	R07B-1-Tc	R07B-1-Tc_LpxA_CT_16	A15	R07B	MEF	B	R07B-1	n	FLD0081
777	R07B-1-Tc	R07B-1-Tc_LpxA_CT_17	A15	R07B	MEF	B	R07B-1	n	FLD0081
778	R07B-1-Tc	R07B-1-Tc_LpxA_CT_18	A15	R07B	MEF	B	R07B-1	n	FLD0081
779	R07B-1-Tc	R07B-1-Tc_LpxA_CT_19	A15	R07B	MEF	B	R07B-1	n	FLD0081
780	R07B-1-Tc	R07B-1-Tc_LpxA_CT_20	A15	R07B	MEF	B	R07B-1	n	FLD0081
781	R07B-1-Tc	R07B-1-Tc_LpxA_CT_21	A15	R07B	MEF	B	R07B-1	n	FLD0081
782	R07B-1-Tc	R07B-1-Tc_LpxA_CT_22	A15	R07B	MEF	B	R07B-1	n	FLD0081
783	R07B-1-Tc	R07B-1-Tc_LpxA_CT_23	A15	R07B	MEF	B	R07B-1	n	FLD0081
784	R07B-1-Tc	R07B-1-Tc_LpxA_CT_24	A15	R07B	MEF	B	R07B-1	n	FLD0081
785	R07B-1-Tc	R07B-1-Tc_LpxA_CT_25	A15	R07B	MEF	B	R07B-1	n	FLD0081
786	R07B-1-Tc	R07B-1-Tc_LpxA_CT_26	A15	R07B	MEF	B	R07B-1	n	FLD0081
787	R07B-1-Tc	R07B-1-Tc_LpxA_CT_27	A15	R07B	MEF	B	R07B-1	n	FLD0081
788	R07B-1-Tc	R07B-1-Tc_LpxA_CT_28	A15	R07B	MEF	B	R07B-1	n	FLD0081
789	R07B-1-Tc	R07B-1-Tc_LpxA_CT_29	A15	R07B	MEF	B	R07B-1	n	FLD0081
790	R07B-1-Tc	R07B-1-Tc_LpxA_CT_30	A15	R07B	MEF	B	R07B-1	n	FLD0081
791	R07B-1-Tc	R07B-1-Tc_LpxA_CT_31	A15	R07B	MEF	B	R07B-1	n	FLD0081
792	R07B-1-Tc	R07B-1-Tc_LpxA_CT_32	A15	R07B	MEF	B	R07B-1	n	FLD0081
793	R07B-1-Tc	R07B-1-Tc_LpxA_CT_33	A15	R07B	MEF	B	R07B-1	n	FLD0081
794	R07B-1-Tc	R07B-1-Tc_LpxA_CT_34	A15	R07B	MEF	B	R07B-1	n	FLD0081
795	R07B-1-Tc	R07B-1-Tc_LpxA_CT_35	A15	R07B	MEF	B	R07B-1	n	FLD0081
796	R07B-1-Tc	R07B-1-Tc_LpxA_CT_36	A15	R07B	MEF	B	R07B-1	n	FLD0081
797	R07B-1-Tc	R07B-1-Tc_LpxA_CT_37	A15	R07B	MEF	B	R07B-1	n	FLD0081
798	R07B-1-Tc	R07B-1-Tc_LpxA_CT_38	A15	R07B	MEF	B	R07B-1	n	FLD0081
799	R07B-1-Tc	R07B-1-Tc_LpxA_CT_39	A15	R07B	MEF	B	R07B-1	n	FLD0081
800	R07B-1-Tc	R07B-1-Tc_LpxA_CT_40	A15	R07B	MEF	B	R07B-1	n	FLD0081
801	R07B-1-Tc	R07B-1-Tc_LpxA_CT_41	A15	R07B	MEF	B	R07B-1	n	FLD0081
802	R07B-1-Tc	R07B-1-Tc_LpxA_CT_42	A15	R07B	MEF	B	R07B-1	n	FLD0081
803	R07B-1-Tc	R07B-1-Tc_LpxA_CT_43	A15	R07B	MEF	B	R07B-1	n	FLD0081
804	R07B-1-Tc	R07B-1-Tc_LpxA_CT_44	A15	R07B	MEF	B	R07B-1	n	FLD0081
805	R07B-1-Tc	R07B-1-Tc_LpxA_CT_45	A15	R07B	MEF	B	R07B-1	n	FLD0081
806	R07B-1-Tc	R07B-1-Tc_LpxA_CT_46	A15	R07B	MEF	B	R07B-1	n	FLD0081
807	R07B-1-Tc	R07B-1-Tc_LpxA_CT_47	A15	R07B	MEF	B	R07B-1	n	FLD0081
808	R07B-1-Tc	R07B-1-Tc_LpxA_CT_48	A15	R07B	MEF	B	R07B-1	n	FLD0081
809	R07B-1-Tc	R07B-1-Tc_LpxA_CT_49	A15	R07B	MEF	B	R07B-1	n	FLD0081
810	R07B-1-Tc	R07B-1-Tc_LpxA_CT_50	A15	R07B	MEF	B	R07B-1	n	FLD0081
811	R07B-1-Tc	R07B-1-Tc_LpxA_CT_51	A15	R07B	MEF	B	R07B-1	n	FLD0081
812	R07B-1-Tc	R07B-1-Tc_LpxA_CT_52	A15	R07B	MEF	B	R07B-1	n	FLD0081
813	R07B-1-Tc	R07B-1-Tc_LpxA_CT_53	A15	R07B	MEF	B	R07B-1	n	FLD0081
814	R07B-1-Tc	R07B-1-Tc_LpxA_CT_54	A15	R07B	MEF	B	R07B-1	n	FLD0081
815	R07B-1-Tc	R07B-1-Tc_LpxA_CT_55	A15	R07B	MEF	B	R07B-1	n	FLD0081
816	R07B-1-Tc	R07B-1-Tc_LpxA_CT_56	A15	R07B	MEF	B	R07B-1	n	FLD0081
817	R07B-1-Tc	R07B-1-Tc_LpxA_CT_57	A15	R07B	MEF	B	R07B-1	n	FLD0081
818	R07B-1-Tc	R07B-1-Tc_LpxA_CT_58	A15	R07B	MEF	B	R07B-1	n	FLD0081
819	R07B-1-Tc	R07B-1-Tc_LpxA_CT_59	A15	R07B	MEF	B	R07B-1	n	FLD0081
820	R07B-1-Tc	R07B-1-Tc_LpxA_CT_60	A15	R07B	MEF	B	R07B-1	n	FLD0081
821	R07B-1-Tc	R07B-1-Tc_LpxA_CT_61	A15	R07B	MEF	B	R07B-1	n	FLD0081
822	R07B-1-Tc	R07B-1-Tc_LpxA_CT_62	A15	R07B	MEF	B	R07B-1	n	FLD0081
823	R07B-1-Tc	R07B-1-Tc_LpxA_CT_63	A15	R07B	MEF	B	R07B-1	n	FLD0081
824	R07B-1-Tc	R07B-1-Tc_LpxA_CT_64	A15	R07B	MEF	B	R07B-1	n	FLD0081
825	R07B-1-Tc	R07B-1-Tc_LpxA_CT_65	A15	R07B	MEF	B	R07B-1	n	FLD0081
826	R07B-1-Tc	R07B-1-Tc_LpxA_CT_66	A15	R07B	MEF	B	R07B-1	n	FLD0081
827	R07B-1-Tc	R07B-1-Tc_LpxA_CT_67	A15	R07B	MEF	B	R07B-1	n	FLD0081
828	R07B-1-Tc	R07B-1-Tc_LpxA_CT_68	A15	R07B	MEF	B	R07B-1	n	FLD0081
829	R07B-1-Tc	R07B-1-Tc_LpxA_CT_69	A15	R07B	MEF	B	R07B-1	n	FLD0081
830	R07B-1-Tc	R07B-1-Tc_LpxA_CT_70	A15	R07B	MEF	B	R07B-1	n	FLD0081
831	R07B-1-Tc	R07B-1-Tc_LpxA_TC_0	A15	R07B	MEF	B	R07B-1	n	FLD0081
832	R07B-1-Tc	R07B-1-Tc_LpxA_TC_1	A15	R07B	MEF	B	R07B-1	n	FLD0081
833	R07B-1-Tc	R07B-1-Tc_LpxA_TC_2	A15	R07B	MEF	B	R07B-1	n	FLD0081
834	R07B-1-Tc	R07B-1-Tc_LpxA_TC_3	A15	R07B	MEF	B	R07B-1	n	FLD0081
835	R07B-1-Tc	R07B-1-Tc_LpxA_TT_0	A15	R07B	MEF	B	R07B-1	n	FLD0081
836	R07B-1-Tc	R07B-1-Tc_LpxA_TT_1	A15	R07B	MEF	B	R07B-1	n	FLD0081
837	R07B-1-Td	R07B-1-Td_LpxA_CC_0	A16	R07B	MEF	B	R07B-1	n	FLD0080
838	R07B-1-Td	R07B-1-Td_LpxA_CC_1	A16	R07B	MEF	B	R07B-1	n	FLD0080
839	R07B-1-Td	R07B-1-Td_LpxA_CC_2	A16	R07B	MEF	B	R07B-1	n	FLD0080
840	R07B-1-Td	R07B-1-Td_LpxA_CC_3	A16	R07B	MEF	B	R07B-1	n	FLD0080
841	R07B-1-Td	R07B-1-Td_LpxA_CC_4	A16	R07B	MEF	B	R07B-1	n	FLD0080
842	R07B-1-Td	R07B-1-Td_LpxA_CC_5	A16	R07B	MEF	B	R07B-1	n	FLD0080
843	R07B-1-Td	R07B-1-Td_LpxA_CC_6	A16	R07B	MEF	B	R07B-1	n	FLD0080
844	R07B-1-Td	R07B-1-Td_LpxA_CC_7	A16	R07B	MEF	B	R07B-1	n	FLD0080
845	R07B-1-Td	R07B-1-Td_LpxA_CC_8	A16	R07B	MEF	B	R07B-1	n	FLD0080
846	R07B-1-Td	R07B-1-Td_LpxA_CC_9	A16	R07B	MEF	B	R07B-1	n	FLD0080
847	R07B-1-Td	R07B-1-Td_LpxA_CC_10	A16	R07B	MEF	B	R07B-1	n	FLD0080
848	R07B-1-Td	R07B-1-Td_LpxA_CC_11	A16	R07B	MEF	B	R07B-1	n	FLD0080
849	R07B-1-Td	R07B-1-Td_LpxA_CC_12	A16	R07B	MEF	B	R07B-1	n	FLD0080
850	R07B-1-Td	R07B-1-Td_LpxA_CC_13	A16	R07B	MEF	B	R07B-1	n	FLD0080
851	R07B-1-Td	R07B-1-Td_LpxA_CC_14	A16	R07B	MEF	B	R07B-1	n	FLD0080
852	R07B-1-Td	R07B-1-Td_LpxA_CC_15	A16	R07B	MEF	B	R07B-1	n	FLD0080
853	R07B-1-Td	R07B-1-Td_LpxA_CC_16	A16	R07B	MEF	B	R07B-1	n	FLD0080
854	R07B-1-Td	R07B-1-Td_LpxA_CC_17	A16	R07B	MEF	B	R07B-1	n	FLD0080
855	R07B-1-Td	R07B-1-Td_LpxA_CC_18	A16	R07B	MEF	B	R07B-1	n	FLD0080
856	R07B-1-Td	R07B-1-Td_LpxA_CC_19	A16	R07B	MEF	B	R07B-1	n	FLD0080
857	R07B-1-Td	R07B-1-Td_LpxA_CC_20	A16	R07B	MEF	B	R07B-1	n	FLD0080
858	R07B-1-Td	R07B-1-Td_LpxA_CC_21	A16	R07B	MEF	B	R07B-1	n	FLD0080
859	R07B-1-Td	R07B-1-Td_LpxA_CC_22	A16	R07B	MEF	B	R07B-1	n	FLD0080
860	R07B-1-Td	R07B-1-Td_LpxA_CC_23	A16	R07B	MEF	B	R07B-1	n	FLD0080
861	R07B-1-Td	R07B-1-Td_LpxA_CC_24	A16	R07B	MEF	B	R07B-1	n	FLD0080
862	R07B-1-Td	R07B-1-Td_LpxA_CC_25	A16	R07B	MEF	B	R07B-1	n	FLD0080
863	R07B-1-Td	R07B-1-Td_LpxA_CC_26	A16	R07B	MEF	B	R07B-1	n	FLD0080
864	R07B-1-Td	R07B-1-Td_LpxA_CC_27	A16	R07B	MEF	B	R07B-1	n	FLD0080
865	R07B-1-Td	R07B-1-Td_LpxA_CC_28	A16	R07B	MEF	B	R07B-1	n	FLD0080
866	R07B-1-Td	R07B-1-Td_LpxA_CC_29	A16	R07B	MEF	B	R07B-1	n	FLD0080
867	R07B-1-Td	R07B-1-Td_LpxA_CC_30	A16	R07B	MEF	B	R07B-1	n	FLD0080
868	R07B-1-Td	R07B-1-Td_LpxA_CC_31	A16	R07B	MEF	B	R07B-1	n	FLD0080
869	R07B-1-Td	R07B-1-Td_LpxA_CC_32	A16	R07B	MEF	B	R07B-1	n	FLD0080
870	R07B-1-Td	R07B-1-Td_LpxA_CC_33	A16	R07B	MEF	B	R07B-1	n	FLD0080
871	R07B-1-Td	R07B-1-Td_LpxA_CC_34	A16	R07B	MEF	B	R07B-1	n	FLD0080
872	R07B-1-Td	R07B-1-Td_LpxA_CC_35	A16	R07B	MEF	B	R07B-1	n	FLD0080
873	R07B-1-Td	R07B-1-Td_LpxA_CC_36	A16	R07B	MEF	B	R07B-1	n	FLD0080
