	Sample	read_id	seqid	Sample_id	Site	Ind	Region	Flow	dupl
2242	R07B-2-Tc	R07B-2-Tc_7_168	PBBC19	C19	R07B	R07B-2	MEF	B	s
2243	R07B-2-Tc	R07B-2-Tc_7_169	PBBC19	C19	R07B	R07B-2	MEF	B	s
2244	R07B-2-Tc	R07B-2-Tc_7_170	PBBC19	C19	R07B	R07B-2	MEF	B	s
2245	R07B-2-Tc	R07B-2-Tc_7_171	PBBC19	C19	R07B	R07B-2	MEF	B	s
2246	R07B-2-Tc	R07B-2-Tc_7_172	PBBC19	C19	R07B	R07B-2	MEF	B	s
2247	R07B-2-Tc	R07B-2-Tc_7_173	PBBC19	C19	R07B	R07B-2	MEF	B	s
2248	R07B-2-Tc	R07B-2-Tc_7_174	PBBC19	C19	R07B	R07B-2	MEF	B	s
2249	R07B-2-Tc	R07B-2-Tc_7_175	PBBC19	C19	R07B	R07B-2	MEF	B	s
2250	R07B-2-Tc	R07B-2-Tc_7_176	PBBC19	C19	R07B	R07B-2	MEF	B	s
2251	R07B-2-Tc	R07B-2-Tc_7_177	PBBC19	C19	R07B	R07B-2	MEF	B	s
2252	R07B-2-Tc	R07B-2-Tc_7_178	PBBC19	C19	R07B	R07B-2	MEF	B	s
2253	R07B-2-Tc	R07B-2-Tc_7_179	PBBC19	C19	R07B	R07B-2	MEF	B	s
2254	R07B-2-Tc	R07B-2-Tc_7_180	PBBC19	C19	R07B	R07B-2	MEF	B	s
2255	R07B-2-Tc	R07B-2-Tc_7_181	PBBC19	C19	R07B	R07B-2	MEF	B	s
2256	R07B-2-Tc	R07B-2-Tc_7_182	PBBC19	C19	R07B	R07B-2	MEF	B	s
2257	R07B-2-Tc	R07B-2-Tc_7_183	PBBC19	C19	R07B	R07B-2	MEF	B	s
2258	R07B-2-Tc	R07B-2-Tc_7_184	PBBC19	C19	R07B	R07B-2	MEF	B	s
2259	R07B-2-Tc	R07B-2-Tc_7_185	PBBC19	C19	R07B	R07B-2	MEF	B	s
2260	R07B-2-Tc	R07B-2-Tc_7_186	PBBC19	C19	R07B	R07B-2	MEF	B	s
2261	R07B-2-Tc	R07B-2-Tc_7_187	PBBC19	C19	R07B	R07B-2	MEF	B	s
2262	R07B-2-Tc	R07B-2-Tc_7_188	PBBC19	C19	R07B	R07B-2	MEF	B	s
2263	R07B-2-Tc	R07B-2-Tc_7_189	PBBC19	C19	R07B	R07B-2	MEF	B	s
2264	R07B-2-Tc	R07B-2-Tc_7_190	PBBC19	C19	R07B	R07B-2	MEF	B	s
2265	R07B-2-Tc	R07B-2-Tc_7_191	PBBC19	C19	R07B	R07B-2	MEF	B	s
2266	R07B-2-Tc	R07B-2-Tc_7_192	PBBC19	C19	R07B	R07B-2	MEF	B	s
2267	R07B-2-Tc	R07B-2-Tc_7_193	PBBC19	C19	R07B	R07B-2	MEF	B	s
2268	R07B-2-Tc	R07B-2-Tc_7_194	PBBC19	C19	R07B	R07B-2	MEF	B	s
2269	R07B-2-Tc	R07B-2-Tc_7_195	PBBC19	C19	R07B	R07B-2	MEF	B	s
2270	R07B-2-Tc	R07B-2-Tc_7_196	PBBC19	C19	R07B	R07B-2	MEF	B	s
2271	R07B-2-Tc	R07B-2-Tc_7_197	PBBC19	C19	R07B	R07B-2	MEF	B	s
2272	R07B-2-Tc	R07B-2-Tc_7_198	PBBC19	C19	R07B	R07B-2	MEF	B	s
2273	R07B-2-Tc	R07B-2-Tc_7_199	PBBC19	C19	R07B	R07B-2	MEF	B	s
2274	R07B-2-Tc	R07B-2-Tc_7_200	PBBC19	C19	R07B	R07B-2	MEF	B	s
2275	R07B-2-Tc	R07B-2-Tc_7_201	PBBC19	C19	R07B	R07B-2	MEF	B	s
2276	R07B-2-Tc	R07B-2-Tc_7_202	PBBC19	C19	R07B	R07B-2	MEF	B	s
2277	R07B-2-Tc	R07B-2-Tc_7_203	PBBC19	C19	R07B	R07B-2	MEF	B	s
2278	R07B-2-Tc	R07B-2-Tc_7_204	PBBC19	C19	R07B	R07B-2	MEF	B	s
2279	R07B-2-Tc	R07B-2-Tc_7_205	PBBC19	C19	R07B	R07B-2	MEF	B	s
2280	R07B-2-Tc	R07B-2-Tc_7_206	PBBC19	C19	R07B	R07B-2	MEF	B	s
2281	R07B-2-Tc	R07B-2-Tc_7_207	PBBC19	C19	R07B	R07B-2	MEF	B	s
2282	R07B-2-Tc	R07B-2-Tc_7_208	PBBC19	C19	R07B	R07B-2	MEF	B	s
2283	R07B-2-Tc	R07B-2-Tc_7_209	PBBC19	C19	R07B	R07B-2	MEF	B	s
2284	R07B-2-Tc	R07B-2-Tc_7_210	PBBC19	C19	R07B	R07B-2	MEF	B	s
2285	R07B-2-Tc	R07B-2-Tc_7_211	PBBC19	C19	R07B	R07B-2	MEF	B	s
2286	R07B-2-Tc	R07B-2-Tc_7_212	PBBC19	C19	R07B	R07B-2	MEF	B	s
2287	R07B-2-Tc	R07B-2-Tc_7_213	PBBC19	C19	R07B	R07B-2	MEF	B	s
2288	R07B-2-Tc	R07B-2-Tc_7_214	PBBC19	C19	R07B	R07B-2	MEF	B	s
2289	R07B-2-Tc	R07B-2-Tc_7_215	PBBC19	C19	R07B	R07B-2	MEF	B	s
2290	R07B-2-Tc	R07B-2-Tc_7_216	PBBC19	C19	R07B	R07B-2	MEF	B	s
2291	R07B-2-Tc	R07B-2-Tc_7_217	PBBC19	C19	R07B	R07B-2	MEF	B	s
2292	R07B-2-Tc	R07B-2-Tc_7_218	PBBC19	C19	R07B	R07B-2	MEF	B	s
2293	R07B-2-Tc	R07B-2-Tc_7_219	PBBC19	C19	R07B	R07B-2	MEF	B	s
2294	R07B-2-Tc	R07B-2-Tc_7_220	PBBC19	C19	R07B	R07B-2	MEF	B	s
2295	R07B-2-Tc	R07B-2-Tc_7_221	PBBC19	C19	R07B	R07B-2	MEF	B	s
2296	R07B-2-Tc	R07B-2-Tc_7_222	PBBC19	C19	R07B	R07B-2	MEF	B	s
2297	R07B-2-Tc	R07B-2-Tc_7_223	PBBC19	C19	R07B	R07B-2	MEF	B	s
2298	R07B-2-Tc	R07B-2-Tc_7_224	PBBC19	C19	R07B	R07B-2	MEF	B	s
2299	R07B-2-Tc	R07B-2-Tc_7_225	PBBC19	C19	R07B	R07B-2	MEF	B	s
2300	R07B-2-Tc	R07B-2-Tc_7_226	PBBC19	C19	R07B	R07B-2	MEF	B	s
2301	R07B-2-Tc	R07B-2-Tc_7_227	PBBC19	C19	R07B	R07B-2	MEF	B	s
2302	R07B-2-Tc	R07B-2-Tc_7_228	PBBC19	C19	R07B	R07B-2	MEF	B	s
2303	R07B-2-Tc	R07B-2-Tc_7_229	PBBC19	C19	R07B	R07B-2	MEF	B	s
2304	R07B-2-Tc	R07B-2-Tc_7_230	PBBC19	C19	R07B	R07B-2	MEF	B	s
2305	R07B-2-Tc	R07B-2-Tc_7_231	PBBC19	C19	R07B	R07B-2	MEF	B	s
2306	R07B-2-Tc	R07B-2-Tc_7_232	PBBC19	C19	R07B	R07B-2	MEF	B	s
2307	R07B-2-Tc	R07B-2-Tc_7_233	PBBC19	C19	R07B	R07B-2	MEF	B	s
2308	R07B-2-Tc	R07B-2-Tc_7_234	PBBC19	C19	R07B	R07B-2	MEF	B	s
2309	R07B-2-Tc	R07B-2-Tc_7_235	PBBC19	C19	R07B	R07B-2	MEF	B	s
2310	R07B-2-Tc	R07B-2-Tc_7_236	PBBC19	C19	R07B	R07B-2	MEF	B	s
2311	R07B-2-Tc	R07B-2-Tc_7_237	PBBC19	C19	R07B	R07B-2	MEF	B	s
2312	R07B-2-Tc	R07B-2-Tc_7_238	PBBC19	C19	R07B	R07B-2	MEF	B	s
2313	R07B-2-Tc	R07B-2-Tc_7_239	PBBC19	C19	R07B	R07B-2	MEF	B	s
2314	R07B-2-Tc	R07B-2-Tc_7_240	PBBC19	C19	R07B	R07B-2	MEF	B	s
2315	R07B-2-Tc	R07B-2-Tc_7_241	PBBC19	C19	R07B	R07B-2	MEF	B	s
2316	R07B-2-Tc	R07B-2-Tc_7_242	PBBC19	C19	R07B	R07B-2	MEF	B	s
2317	R07B-2-Tc	R07B-2-Tc_7_243	PBBC19	C19	R07B	R07B-2	MEF	B	s
2318	R07B-2-Tc	R07B-2-Tc_7_244	PBBC19	C19	R07B	R07B-2	MEF	B	s
2319	R07B-2-Tc	R07B-2-Tc_7_245	PBBC19	C19	R07B	R07B-2	MEF	B	s
2320	R07B-2-Tc	R07B-2-Tc_7_246	PBBC19	C19	R07B	R07B-2	MEF	B	s
2321	R07B-2-Tc	R07B-2-Tc_7_247	PBBC19	C19	R07B	R07B-2	MEF	B	s
2322	R07B-2-Tc	R07B-2-Tc_7_248	PBBC19	C19	R07B	R07B-2	MEF	B	s
2323	R07B-2-Tc	R07B-2-Tc_7_249	PBBC19	C19	R07B	R07B-2	MEF	B	s
2324	R07B-2-Tc	R07B-2-Tc_7_250	PBBC19	C19	R07B	R07B-2	MEF	B	s
2325	R07B-2-Tc	R07B-2-Tc_7_251	PBBC19	C19	R07B	R07B-2	MEF	B	s
2326	R07B-2-Tc	R07B-2-Tc_7_252	PBBC19	C19	R07B	R07B-2	MEF	B	s
2327	R07B-2-Tc	R07B-2-Tc_7_253	PBBC19	C19	R07B	R07B-2	MEF	B	s
2328	R07B-2-Tc	R07B-2-Tc_7_254	PBBC19	C19	R07B	R07B-2	MEF	B	s
2329	R07B-2-Tc	R07B-2-Tc_7_255	PBBC19	C19	R07B	R07B-2	MEF	B	s
2330	R07B-2-Tc	R07B-2-Tc_7_256	PBBC19	C19	R07B	R07B-2	MEF	B	s
2331	R07B-2-Tc	R07B-2-Tc_7_257	PBBC19	C19	R07B	R07B-2	MEF	B	s
2332	R07B-2-Tc	R07B-2-Tc_7_258	PBBC19	C19	R07B	R07B-2	MEF	B	s
2333	R07B-2-Tc	R07B-2-Tc_7_259	PBBC19	C19	R07B	R07B-2	MEF	B	s
2334	R07B-2-Tc	R07B-2-Tc_7_260	PBBC19	C19	R07B	R07B-2	MEF	B	s
2335	R07B-2-Tc	R07B-2-Tc_7_261	PBBC19	C19	R07B	R07B-2	MEF	B	s
2336	R07B-2-Tc	R07B-2-Tc_7_262	PBBC19	C19	R07B	R07B-2	MEF	B	s
2337	R07B-2-Tc	R07B-2-Tc_7_263	PBBC19	C19	R07B	R07B-2	MEF	B	s
2338	R07B-2-Tc	R07B-2-Tc_7_264	PBBC19	C19	R07B	R07B-2	MEF	B	s
2339	R07B-2-Tc	R07B-2-Tc_7_265	PBBC19	C19	R07B	R07B-2	MEF	B	s
2340	R07B-2-Tc	R07B-2-Tc_7_266	PBBC19	C19	R07B	R07B-2	MEF	B	s
2341	R07B-2-Tc	R07B-2-Tc_7_267	PBBC19	C19	R07B	R07B-2	MEF	B	s
2342	R07B-2-Tc	R07B-2-Tc_7_268	PBBC19	C19	R07B	R07B-2	MEF	B	s
2343	R07B-2-Tc	R07B-2-Tc_7_269	PBBC19	C19	R07B	R07B-2	MEF	B	s
2344	R07B-2-Tc	R07B-2-Tc_7_270	PBBC19	C19	R07B	R07B-2	MEF	B	s
2345	R07B-2-Tc	R07B-2-Tc_7_271	PBBC19	C19	R07B	R07B-2	MEF	B	s
2346	R07B-2-Tc	R07B-2-Tc_7_272	PBBC19	C19	R07B	R07B-2	MEF	B	s
2347	R07B-2-Tc	R07B-2-Tc_37_0	PBBC19	C19	R07B	R07B-2	MEF	B	s
2348	R07B-2-Tc	R07B-2-Tc_52_0	PBBC19	C19	R07B	R07B-2	MEF	B	s
2349	R07B-2-Tc	R07B-2-Tc_76_0	PBBC19	C19	R07B	R07B-2	MEF	B	s
2350	R07B-2-Tc	R07B-2-Tc_83_0	PBBC19	C19	R07B	R07B-2	MEF	B	s
2351	R07B-2-Tc	R07B-2-Tc_98_0	PBBC19	C19	R07B	R07B-2	MEF	B	s
2352	R07B-2-Tc	R07B-2-Tc_101_0	PBBC19	C19	R07B	R07B-2	MEF	B	s
2353	R07B-2-Tc	R07B-2-Tc_114_0	PBBC19	C19	R07B	R07B-2	MEF	B	s
2354	R07B-3-T	R07B-3-T_2_0	PBBC21	C21	R07B	R07B-3	MEF	B	n
2355	R07B-3-T	R07B-3-T_2_1	PBBC21	C21	R07B	R07B-3	MEF	B	n
2356	R07B-3-T	R07B-3-T_2_2	PBBC21	C21	R07B	R07B-3	MEF	B	n
2357	R07B-3-T	R07B-3-T_2_3	PBBC21	C21	R07B	R07B-3	MEF	B	n
2358	R07B-3-T	R07B-3-T_2_4	PBBC21	C21	R07B	R07B-3	MEF	B	n
2359	R07B-3-T	R07B-3-T_2_5	PBBC21	C21	R07B	R07B-3	MEF	B	n
2360	R07B-3-T	R07B-3-T_2_6	PBBC21	C21	R07B	R07B-3	MEF	B	n
2361	R07B-3-T	R07B-3-T_2_7	PBBC21	C21	R07B	R07B-3	MEF	B	n
2362	R07B-3-T	R07B-3-T_2_8	PBBC21	C21	R07B	R07B-3	MEF	B	n
2363	R07B-3-T	R07B-3-T_2_9	PBBC21	C21	R07B	R07B-3	MEF	B	n
2364	R07B-3-T	R07B-3-T_2_10	PBBC21	C21	R07B	R07B-3	MEF	B	n
2365	R07B-3-T	R07B-3-T_2_11	PBBC21	C21	R07B	R07B-3	MEF	B	n
2366	R07B-3-T	R07B-3-T_2_12	PBBC21	C21	R07B	R07B-3	MEF	B	n
2367	R07B-3-T	R07B-3-T_2_13	PBBC21	C21	R07B	R07B-3	MEF	B	n
2368	R07B-3-T	R07B-3-T_2_14	PBBC21	C21	R07B	R07B-3	MEF	B	n
2369	R07B-3-T	R07B-3-T_2_15	PBBC21	C21	R07B	R07B-3	MEF	B	n
2370	R07B-3-T	R07B-3-T_2_16	PBBC21	C21	R07B	R07B-3	MEF	B	n
2371	R07B-3-T	R07B-3-T_2_17	PBBC21	C21	R07B	R07B-3	MEF	B	n
2372	R07B-3-T	R07B-3-T_2_18	PBBC21	C21	R07B	R07B-3	MEF	B	n
2373	R07B-3-T	R07B-3-T_2_19	PBBC21	C21	R07B	R07B-3	MEF	B	n
2374	R07B-3-T	R07B-3-T_2_20	PBBC21	C21	R07B	R07B-3	MEF	B	n
2375	R07B-3-T	R07B-3-T_2_21	PBBC21	C21	R07B	R07B-3	MEF	B	n
2376	R07B-3-T	R07B-3-T_2_22	PBBC21	C21	R07B	R07B-3	MEF	B	n
2377	R07B-3-T	R07B-3-T_2_23	PBBC21	C21	R07B	R07B-3	MEF	B	n
2378	R07B-3-T	R07B-3-T_2_24	PBBC21	C21	R07B	R07B-3	MEF	B	n
2379	R07B-3-T	R07B-3-T_2_25	PBBC21	C21	R07B	R07B-3	MEF	B	n
2380	R07B-3-T	R07B-3-T_2_26	PBBC21	C21	R07B	R07B-3	MEF	B	n
2381	R07B-3-T	R07B-3-T_2_27	PBBC21	C21	R07B	R07B-3	MEF	B	n
2382	R07B-3-T	R07B-3-T_2_28	PBBC21	C21	R07B	R07B-3	MEF	B	n
2383	R07B-3-T	R07B-3-T_2_29	PBBC21	C21	R07B	R07B-3	MEF	B	n
2384	R07B-3-T	R07B-3-T_2_30	PBBC21	C21	R07B	R07B-3	MEF	B	n
2385	R07B-3-T	R07B-3-T_2_31	PBBC21	C21	R07B	R07B-3	MEF	B	n
2386	R07B-3-T	R07B-3-T_2_32	PBBC21	C21	R07B	R07B-3	MEF	B	n
2387	R07B-3-T	R07B-3-T_2_33	PBBC21	C21	R07B	R07B-3	MEF	B	n
2388	R07B-3-T	R07B-3-T_2_34	PBBC21	C21	R07B	R07B-3	MEF	B	n
2389	R07B-3-T	R07B-3-T_2_35	PBBC21	C21	R07B	R07B-3	MEF	B	n
2390	R07B-3-T	R07B-3-T_2_36	PBBC21	C21	R07B	R07B-3	MEF	B	n
2391	R07B-3-T	R07B-3-T_2_37	PBBC21	C21	R07B	R07B-3	MEF	B	n
2392	R07B-3-T	R07B-3-T_2_38	PBBC21	C21	R07B	R07B-3	MEF	B	n
2393	R07B-3-T	R07B-3-T_2_39	PBBC21	C21	R07B	R07B-3	MEF	B	n
2394	R07B-3-T	R07B-3-T_2_40	PBBC21	C21	R07B	R07B-3	MEF	B	n
2395	R07B-3-T	R07B-3-T_2_41	PBBC21	C21	R07B	R07B-3	MEF	B	n
2396	R07B-3-T	R07B-3-T_2_42	PBBC21	C21	R07B	R07B-3	MEF	B	n
2397	R07B-3-T	R07B-3-T_2_43	PBBC21	C21	R07B	R07B-3	MEF	B	n
2398	R07B-3-T	R07B-3-T_2_44	PBBC21	C21	R07B	R07B-3	MEF	B	n
2399	R07B-3-T	R07B-3-T_2_45	PBBC21	C21	R07B	R07B-3	MEF	B	n
2400	R07B-3-T	R07B-3-T_2_46	PBBC21	C21	R07B	R07B-3	MEF	B	n
2401	R07B-3-T	R07B-3-T_2_47	PBBC21	C21	R07B	R07B-3	MEF	B	n
2402	R07B-3-T	R07B-3-T_2_48	PBBC21	C21	R07B	R07B-3	MEF	B	n
2403	R07B-3-T	R07B-3-T_2_49	PBBC21	C21	R07B	R07B-3	MEF	B	n
2404	R07B-3-T	R07B-3-T_2_50	PBBC21	C21	R07B	R07B-3	MEF	B	n
2405	R07B-3-T	R07B-3-T_2_51	PBBC21	C21	R07B	R07B-3	MEF	B	n
2406	R07B-3-T	R07B-3-T_2_52	PBBC21	C21	R07B	R07B-3	MEF	B	n
2407	R07B-3-T	R07B-3-T_2_53	PBBC21	C21	R07B	R07B-3	MEF	B	n
2408	R07B-3-T	R07B-3-T_2_54	PBBC21	C21	R07B	R07B-3	MEF	B	n
2409	R07B-3-T	R07B-3-T_2_55	PBBC21	C21	R07B	R07B-3	MEF	B	n
2410	R07B-3-T	R07B-3-T_2_56	PBBC21	C21	R07B	R07B-3	MEF	B	n
2411	R07B-3-T	R07B-3-T_2_57	PBBC21	C21	R07B	R07B-3	MEF	B	n
2412	R07B-3-T	R07B-3-T_2_58	PBBC21	C21	R07B	R07B-3	MEF	B	n
2413	R07B-3-T	R07B-3-T_2_59	PBBC21	C21	R07B	R07B-3	MEF	B	n
2414	R07B-3-T	R07B-3-T_2_60	PBBC21	C21	R07B	R07B-3	MEF	B	n
2415	R07B-3-T	R07B-3-T_2_61	PBBC21	C21	R07B	R07B-3	MEF	B	n
2416	R07B-3-T	R07B-3-T_2_62	PBBC21	C21	R07B	R07B-3	MEF	B	n
2417	R07B-3-T	R07B-3-T_2_63	PBBC21	C21	R07B	R07B-3	MEF	B	n
2418	R07B-3-T	R07B-3-T_2_64	PBBC21	C21	R07B	R07B-3	MEF	B	n
2419	R07B-3-T	R07B-3-T_2_65	PBBC21	C21	R07B	R07B-3	MEF	B	n
2420	R07B-3-T	R07B-3-T_2_66	PBBC21	C21	R07B	R07B-3	MEF	B	n
2421	R07B-3-T	R07B-3-T_2_67	PBBC21	C21	R07B	R07B-3	MEF	B	n
2422	R07B-3-T	R07B-3-T_2_68	PBBC21	C21	R07B	R07B-3	MEF	B	n
2423	R07B-3-T	R07B-3-T_2_69	PBBC21	C21	R07B	R07B-3	MEF	B	n
2424	R07B-3-T	R07B-3-T_2_70	PBBC21	C21	R07B	R07B-3	MEF	B	n
2425	R07B-3-T	R07B-3-T_2_71	PBBC21	C21	R07B	R07B-3	MEF	B	n
2426	R07B-3-T	R07B-3-T_2_72	PBBC21	C21	R07B	R07B-3	MEF	B	n
2427	R07B-3-T	R07B-3-T_2_73	PBBC21	C21	R07B	R07B-3	MEF	B	n
2428	R07B-3-T	R07B-3-T_2_74	PBBC21	C21	R07B	R07B-3	MEF	B	n
2429	R07B-3-T	R07B-3-T_2_75	PBBC21	C21	R07B	R07B-3	MEF	B	n
2430	R07B-3-T	R07B-3-T_2_76	PBBC21	C21	R07B	R07B-3	MEF	B	n
2431	R07B-3-T	R07B-3-T_2_77	PBBC21	C21	R07B	R07B-3	MEF	B	n
2432	R07B-3-T	R07B-3-T_2_78	PBBC21	C21	R07B	R07B-3	MEF	B	n
2433	R07B-3-T	R07B-3-T_2_79	PBBC21	C21	R07B	R07B-3	MEF	B	n
2434	R07B-3-T	R07B-3-T_2_80	PBBC21	C21	R07B	R07B-3	MEF	B	n
2435	R07B-3-T	R07B-3-T_2_81	PBBC21	C21	R07B	R07B-3	MEF	B	n
2436	R07B-3-T	R07B-3-T_2_82	PBBC21	C21	R07B	R07B-3	MEF	B	n
2437	R07B-3-T	R07B-3-T_2_83	PBBC21	C21	R07B	R07B-3	MEF	B	n
2438	R07B-3-T	R07B-3-T_2_84	PBBC21	C21	R07B	R07B-3	MEF	B	n
2439	R07B-3-T	R07B-3-T_2_85	PBBC21	C21	R07B	R07B-3	MEF	B	n
2440	R07B-3-T	R07B-3-T_2_86	PBBC21	C21	R07B	R07B-3	MEF	B	n
2441	R07B-3-T	R07B-3-T_2_87	PBBC21	C21	R07B	R07B-3	MEF	B	n
2442	R07B-3-T	R07B-3-T_2_88	PBBC21	C21	R07B	R07B-3	MEF	B	n
2443	R07B-3-T	R07B-3-T_2_89	PBBC21	C21	R07B	R07B-3	MEF	B	n
2444	R07B-3-T	R07B-3-T_2_90	PBBC21	C21	R07B	R07B-3	MEF	B	n
2445	R07B-3-T	R07B-3-T_2_91	PBBC21	C21	R07B	R07B-3	MEF	B	n
2446	R07B-3-T	R07B-3-T_2_92	PBBC21	C21	R07B	R07B-3	MEF	B	n
2447	R07B-3-T	R07B-3-T_2_93	PBBC21	C21	R07B	R07B-3	MEF	B	n
2448	R07B-3-T	R07B-3-T_2_94	PBBC21	C21	R07B	R07B-3	MEF	B	n
2449	R07B-3-T	R07B-3-T_2_95	PBBC21	C21	R07B	R07B-3	MEF	B	n
2450	R07B-3-T	R07B-3-T_2_96	PBBC21	C21	R07B	R07B-3	MEF	B	n
2451	R07B-3-T	R07B-3-T_4_0	PBBC21	C21	R07B	R07B-3	MEF	B	n
2452	R07B-3-T	R07B-3-T_4_1	PBBC21	C21	R07B	R07B-3	MEF	B	n
2453	R07B-3-T	R07B-3-T_5_0	PBBC21	C21	R07B	R07B-3	MEF	B	n
2454	R07B-3-T	R07B-3-T_6_0	PBBC21	C21	R07B	R07B-3	MEF	B	n
2455	R07B-3-T	R07B-3-T_6_1	PBBC21	C21	R07B	R07B-3	MEF	B	n
2456	R07B-3-T	R07B-3-T_7_0	PBBC21	C21	R07B	R07B-3	MEF	B	n
2457	R07B-3-T	R07B-3-T_7_1	PBBC21	C21	R07B	R07B-3	MEF	B	n
2458	R07B-3-T	R07B-3-T_7_2	PBBC21	C21	R07B	R07B-3	MEF	B	n
2459	R07B-3-T	R07B-3-T_7_3	PBBC21	C21	R07B	R07B-3	MEF	B	n
2460	R07B-3-T	R07B-3-T_7_4	PBBC21	C21	R07B	R07B-3	MEF	B	n
2461	R07B-3-T	R07B-3-T_7_5	PBBC21	C21	R07B	R07B-3	MEF	B	n
2462	R07B-3-T	R07B-3-T_7_6	PBBC21	C21	R07B	R07B-3	MEF	B	n
2463	R07B-3-T	R07B-3-T_7_7	PBBC21	C21	R07B	R07B-3	MEF	B	n
2464	R07B-3-T	R07B-3-T_7_8	PBBC21	C21	R07B	R07B-3	MEF	B	n
2465	R07B-3-T	R07B-3-T_7_9	PBBC21	C21	R07B	R07B-3	MEF	B	n
2466	R07B-3-T	R07B-3-T_7_10	PBBC21	C21	R07B	R07B-3	MEF	B	n
2467	R07B-3-T	R07B-3-T_7_11	PBBC21	C21	R07B	R07B-3	MEF	B	n
2468	R07B-3-T	R07B-3-T_7_12	PBBC21	C21	R07B	R07B-3	MEF	B	n
2469	R07B-3-T	R07B-3-T_7_13	PBBC21	C21	R07B	R07B-3	MEF	B	n
2470	R07B-3-T	R07B-3-T_7_14	PBBC21	C21	R07B	R07B-3	MEF	B	n
2471	R07B-3-T	R07B-3-T_7_15	PBBC21	C21	R07B	R07B-3	MEF	B	n
2472	R07B-3-T	R07B-3-T_7_16	PBBC21	C21	R07B	R07B-3	MEF	B	n
2473	R07B-3-T	R07B-3-T_7_17	PBBC21	C21	R07B	R07B-3	MEF	B	n
2474	R07B-3-T	R07B-3-T_7_18	PBBC21	C21	R07B	R07B-3	MEF	B	n
2475	R07B-3-T	R07B-3-T_7_19	PBBC21	C21	R07B	R07B-3	MEF	B	n
2476	R07B-3-T	R07B-3-T_7_20	PBBC21	C21	R07B	R07B-3	MEF	B	n
2477	R07B-3-T	R07B-3-T_7_21	PBBC21	C21	R07B	R07B-3	MEF	B	n
2478	R07B-3-T	R07B-3-T_7_22	PBBC21	C21	R07B	R07B-3	MEF	B	n
2479	R07B-3-T	R07B-3-T_7_23	PBBC21	C21	R07B	R07B-3	MEF	B	n
2480	R07B-3-T	R07B-3-T_7_24	PBBC21	C21	R07B	R07B-3	MEF	B	n
2481	R07B-3-T	R07B-3-T_7_25	PBBC21	C21	R07B	R07B-3	MEF	B	n
2482	R07B-3-T	R07B-3-T_7_26	PBBC21	C21	R07B	R07B-3	MEF	B	n
2483	R07B-3-T	R07B-3-T_7_27	PBBC21	C21	R07B	R07B-3	MEF	B	n
2484	R07B-3-T	R07B-3-T_7_28	PBBC21	C21	R07B	R07B-3	MEF	B	n
2485	R07B-3-T	R07B-3-T_7_29	PBBC21	C21	R07B	R07B-3	MEF	B	n
2486	R07B-3-T	R07B-3-T_7_30	PBBC21	C21	R07B	R07B-3	MEF	B	n
2487	R07B-3-T	R07B-3-T_7_31	PBBC21	C21	R07B	R07B-3	MEF	B	n
2488	R07B-3-T	R07B-3-T_7_32	PBBC21	C21	R07B	R07B-3	MEF	B	n
2489	R07B-3-T	R07B-3-T_7_33	PBBC21	C21	R07B	R07B-3	MEF	B	n
2490	R07B-3-T	R07B-3-T_7_34	PBBC21	C21	R07B	R07B-3	MEF	B	n
2491	R07B-3-T	R07B-3-T_7_35	PBBC21	C21	R07B	R07B-3	MEF	B	n
2492	R07B-3-T	R07B-3-T_7_36	PBBC21	C21	R07B	R07B-3	MEF	B	n
2493	R07B-3-T	R07B-3-T_7_37	PBBC21	C21	R07B	R07B-3	MEF	B	n
2494	R07B-3-T	R07B-3-T_7_38	PBBC21	C21	R07B	R07B-3	MEF	B	n
2495	R07B-3-T	R07B-3-T_7_39	PBBC21	C21	R07B	R07B-3	MEF	B	n
2496	R07B-3-T	R07B-3-T_7_40	PBBC21	C21	R07B	R07B-3	MEF	B	n
2497	R07B-3-T	R07B-3-T_7_41	PBBC21	C21	R07B	R07B-3	MEF	B	n
2498	R07B-3-T	R07B-3-T_7_42	PBBC21	C21	R07B	R07B-3	MEF	B	n
2499	R07B-3-T	R07B-3-T_7_43	PBBC21	C21	R07B	R07B-3	MEF	B	n
2500	R07B-3-T	R07B-3-T_7_44	PBBC21	C21	R07B	R07B-3	MEF	B	n
2501	R07B-3-T	R07B-3-T_7_45	PBBC21	C21	R07B	R07B-3	MEF	B	n
2502	R07B-3-T	R07B-3-T_7_46	PBBC21	C21	R07B	R07B-3	MEF	B	n
2503	R07B-3-T	R07B-3-T_7_47	PBBC21	C21	R07B	R07B-3	MEF	B	n
2504	R07B-3-T	R07B-3-T_7_48	PBBC21	C21	R07B	R07B-3	MEF	B	n
2505	R07B-3-T	R07B-3-T_7_49	PBBC21	C21	R07B	R07B-3	MEF	B	n
2506	R07B-3-T	R07B-3-T_7_50	PBBC21	C21	R07B	R07B-3	MEF	B	n
2507	R07B-3-T	R07B-3-T_7_51	PBBC21	C21	R07B	R07B-3	MEF	B	n
2508	R07B-3-T	R07B-3-T_7_52	PBBC21	C21	R07B	R07B-3	MEF	B	n
2509	R07B-3-T	R07B-3-T_7_53	PBBC21	C21	R07B	R07B-3	MEF	B	n
2510	R07B-3-T	R07B-3-T_7_54	PBBC21	C21	R07B	R07B-3	MEF	B	n
2511	R07B-3-T	R07B-3-T_7_55	PBBC21	C21	R07B	R07B-3	MEF	B	n
