	Sample	read_id	seqid	Sample_id	Site	Ind	Region	Flow	dupl
7690	R15H-1-T	R15H-1-T_9_386	PBBC07	C07	R15H	R15H-1	MV	H	n
7691	R15H-1-T	R15H-1-T_9_387	PBBC07	C07	R15H	R15H-1	MV	H	n
7692	R15H-1-T	R15H-1-T_9_388	PBBC07	C07	R15H	R15H-1	MV	H	n
7693	R15H-1-T	R15H-1-T_9_389	PBBC07	C07	R15H	R15H-1	MV	H	n
7694	R15H-1-T	R15H-1-T_9_390	PBBC07	C07	R15H	R15H-1	MV	H	n
7695	R15H-1-T	R15H-1-T_9_391	PBBC07	C07	R15H	R15H-1	MV	H	n
7696	R15H-1-T	R15H-1-T_9_392	PBBC07	C07	R15H	R15H-1	MV	H	n
7697	R15H-1-T	R15H-1-T_9_393	PBBC07	C07	R15H	R15H-1	MV	H	n
7698	R15H-1-T	R15H-1-T_9_394	PBBC07	C07	R15H	R15H-1	MV	H	n
7699	R15H-1-T	R15H-1-T_9_395	PBBC07	C07	R15H	R15H-1	MV	H	n
7700	R15H-1-T	R15H-1-T_9_396	PBBC07	C07	R15H	R15H-1	MV	H	n
7701	R15H-1-T	R15H-1-T_9_397	PBBC07	C07	R15H	R15H-1	MV	H	n
7702	R15H-1-T	R15H-1-T_9_398	PBBC07	C07	R15H	R15H-1	MV	H	n
7703	R15H-1-T	R15H-1-T_9_399	PBBC07	C07	R15H	R15H-1	MV	H	n
7704	R15H-1-T	R15H-1-T_9_400	PBBC07	C07	R15H	R15H-1	MV	H	n
7705	R15H-1-T	R15H-1-T_9_401	PBBC07	C07	R15H	R15H-1	MV	H	n
7706	R15H-1-T	R15H-1-T_9_402	PBBC07	C07	R15H	R15H-1	MV	H	n
7707	R15H-1-T	R15H-1-T_9_403	PBBC07	C07	R15H	R15H-1	MV	H	n
7708	R15H-1-T	R15H-1-T_9_404	PBBC07	C07	R15H	R15H-1	MV	H	n
7709	R15H-1-T	R15H-1-T_9_405	PBBC07	C07	R15H	R15H-1	MV	H	n
7710	R15H-1-T	R15H-1-T_9_406	PBBC07	C07	R15H	R15H-1	MV	H	n
7711	R15H-1-T	R15H-1-T_9_407	PBBC07	C07	R15H	R15H-1	MV	H	n
7712	R15H-1-T	R15H-1-T_9_408	PBBC07	C07	R15H	R15H-1	MV	H	n
7713	R15H-1-T	R15H-1-T_9_409	PBBC07	C07	R15H	R15H-1	MV	H	n
7714	R15H-1-T	R15H-1-T_9_410	PBBC07	C07	R15H	R15H-1	MV	H	n
7715	R15H-1-T	R15H-1-T_9_411	PBBC07	C07	R15H	R15H-1	MV	H	n
7716	R15H-1-T	R15H-1-T_9_412	PBBC07	C07	R15H	R15H-1	MV	H	n
7717	R15H-1-T	R15H-1-T_9_413	PBBC07	C07	R15H	R15H-1	MV	H	n
7718	R15H-1-T	R15H-1-T_9_414	PBBC07	C07	R15H	R15H-1	MV	H	n
7719	R15H-1-T	R15H-1-T_9_415	PBBC07	C07	R15H	R15H-1	MV	H	n
7720	R15H-1-T	R15H-1-T_9_416	PBBC07	C07	R15H	R15H-1	MV	H	n
7721	R15H-1-T	R15H-1-T_9_417	PBBC07	C07	R15H	R15H-1	MV	H	n
7722	R15H-1-T	R15H-1-T_9_418	PBBC07	C07	R15H	R15H-1	MV	H	n
7723	R15H-1-T	R15H-1-T_9_419	PBBC07	C07	R15H	R15H-1	MV	H	n
7724	R15H-1-T	R15H-1-T_9_420	PBBC07	C07	R15H	R15H-1	MV	H	n
7725	R15H-1-T	R15H-1-T_9_421	PBBC07	C07	R15H	R15H-1	MV	H	n
7726	R15H-1-T	R15H-1-T_9_422	PBBC07	C07	R15H	R15H-1	MV	H	n
7727	R15H-1-T	R15H-1-T_9_423	PBBC07	C07	R15H	R15H-1	MV	H	n
7728	R15H-1-T	R15H-1-T_9_424	PBBC07	C07	R15H	R15H-1	MV	H	n
7729	R15H-1-T	R15H-1-T_9_425	PBBC07	C07	R15H	R15H-1	MV	H	n
7730	R15H-1-T	R15H-1-T_9_426	PBBC07	C07	R15H	R15H-1	MV	H	n
7731	R15H-1-T	R15H-1-T_15_0	PBBC07	C07	R15H	R15H-1	MV	H	n
7732	R15H-1-T	R15H-1-T_52_0	PBBC07	C07	R15H	R15H-1	MV	H	n
7733	R15H-2-T	R15H-2-T_2_0	PBBC08	C08	R15H	R15H-2	MV	H	y
7734	R15H-2-T	R15H-2-T_9_0	PBBC08	C08	R15H	R15H-2	MV	H	y
7735	R15H-2-T	R15H-2-T_9_1	PBBC08	C08	R15H	R15H-2	MV	H	y
7736	R15H-2-T	R15H-2-T_9_2	PBBC08	C08	R15H	R15H-2	MV	H	y
7737	R15H-2-T	R15H-2-T_9_3	PBBC08	C08	R15H	R15H-2	MV	H	y
7738	R15H-2-T	R15H-2-T_9_4	PBBC08	C08	R15H	R15H-2	MV	H	y
7739	R15H-2-T	R15H-2-T_9_5	PBBC08	C08	R15H	R15H-2	MV	H	y
7740	R15H-2-T	R15H-2-T_9_6	PBBC08	C08	R15H	R15H-2	MV	H	y
7741	R15H-2-T	R15H-2-T_9_7	PBBC08	C08	R15H	R15H-2	MV	H	y
7742	R15H-2-T	R15H-2-T_9_8	PBBC08	C08	R15H	R15H-2	MV	H	y
7743	R15H-2-T	R15H-2-T_9_9	PBBC08	C08	R15H	R15H-2	MV	H	y
7744	R15H-2-T	R15H-2-T_9_10	PBBC08	C08	R15H	R15H-2	MV	H	y
7745	R15H-2-T	R15H-2-T_9_11	PBBC08	C08	R15H	R15H-2	MV	H	y
7746	R15H-2-T	R15H-2-T_9_12	PBBC08	C08	R15H	R15H-2	MV	H	y
7747	R15H-2-T	R15H-2-T_9_13	PBBC08	C08	R15H	R15H-2	MV	H	y
7748	R15H-2-T	R15H-2-T_9_14	PBBC08	C08	R15H	R15H-2	MV	H	y
7749	R15H-2-T	R15H-2-T_9_15	PBBC08	C08	R15H	R15H-2	MV	H	y
7750	R15H-2-T	R15H-2-T_9_16	PBBC08	C08	R15H	R15H-2	MV	H	y
7751	R15H-2-T	R15H-2-T_9_17	PBBC08	C08	R15H	R15H-2	MV	H	y
7752	R15H-2-T	R15H-2-T_9_18	PBBC08	C08	R15H	R15H-2	MV	H	y
7753	R15H-2-T	R15H-2-T_9_19	PBBC08	C08	R15H	R15H-2	MV	H	y
7754	R15H-2-T	R15H-2-T_9_20	PBBC08	C08	R15H	R15H-2	MV	H	y
7755	R15H-2-T	R15H-2-T_9_21	PBBC08	C08	R15H	R15H-2	MV	H	y
7756	R15H-2-T	R15H-2-T_9_22	PBBC08	C08	R15H	R15H-2	MV	H	y
7757	R15H-2-T	R15H-2-T_9_23	PBBC08	C08	R15H	R15H-2	MV	H	y
7758	R15H-2-T	R15H-2-T_9_24	PBBC08	C08	R15H	R15H-2	MV	H	y
7759	R15H-2-T	R15H-2-T_9_25	PBBC08	C08	R15H	R15H-2	MV	H	y
7760	R15H-2-T	R15H-2-T_9_26	PBBC08	C08	R15H	R15H-2	MV	H	y
7761	R15H-2-T	R15H-2-T_9_27	PBBC08	C08	R15H	R15H-2	MV	H	y
7762	R15H-2-T	R15H-2-T_9_28	PBBC08	C08	R15H	R15H-2	MV	H	y
7763	R15H-2-T	R15H-2-T_9_29	PBBC08	C08	R15H	R15H-2	MV	H	y
7764	R15H-2-T	R15H-2-T_9_30	PBBC08	C08	R15H	R15H-2	MV	H	y
7765	R15H-2-T	R15H-2-T_9_31	PBBC08	C08	R15H	R15H-2	MV	H	y
7766	R15H-2-T	R15H-2-T_9_32	PBBC08	C08	R15H	R15H-2	MV	H	y
7767	R15H-2-T	R15H-2-T_9_33	PBBC08	C08	R15H	R15H-2	MV	H	y
7768	R15H-2-T	R15H-2-T_9_34	PBBC08	C08	R15H	R15H-2	MV	H	y
7769	R15H-2-T	R15H-2-T_9_35	PBBC08	C08	R15H	R15H-2	MV	H	y
7770	R15H-2-T	R15H-2-T_9_36	PBBC08	C08	R15H	R15H-2	MV	H	y
7771	R15H-2-T	R15H-2-T_9_37	PBBC08	C08	R15H	R15H-2	MV	H	y
7772	R15H-2-T	R15H-2-T_9_38	PBBC08	C08	R15H	R15H-2	MV	H	y
7773	R15H-2-T	R15H-2-T_9_39	PBBC08	C08	R15H	R15H-2	MV	H	y
7774	R15H-2-T	R15H-2-T_9_40	PBBC08	C08	R15H	R15H-2	MV	H	y
7775	R15H-2-T	R15H-2-T_9_41	PBBC08	C08	R15H	R15H-2	MV	H	y
7776	R15H-2-T	R15H-2-T_9_42	PBBC08	C08	R15H	R15H-2	MV	H	y
7777	R15H-2-T	R15H-2-T_9_43	PBBC08	C08	R15H	R15H-2	MV	H	y
7778	R15H-2-T	R15H-2-T_9_44	PBBC08	C08	R15H	R15H-2	MV	H	y
7779	R15H-2-T	R15H-2-T_9_45	PBBC08	C08	R15H	R15H-2	MV	H	y
7780	R15H-2-T	R15H-2-T_9_46	PBBC08	C08	R15H	R15H-2	MV	H	y
7781	R15H-2-T	R15H-2-T_9_47	PBBC08	C08	R15H	R15H-2	MV	H	y
7782	R15H-2-T	R15H-2-T_9_48	PBBC08	C08	R15H	R15H-2	MV	H	y
7783	R15H-2-T	R15H-2-T_9_49	PBBC08	C08	R15H	R15H-2	MV	H	y
7784	R15H-2-T	R15H-2-T_9_50	PBBC08	C08	R15H	R15H-2	MV	H	y
7785	R15H-2-T	R15H-2-T_9_51	PBBC08	C08	R15H	R15H-2	MV	H	y
7786	R15H-2-T	R15H-2-T_9_52	PBBC08	C08	R15H	R15H-2	MV	H	y
7787	R15H-2-T	R15H-2-T_9_53	PBBC08	C08	R15H	R15H-2	MV	H	y
7788	R15H-2-T	R15H-2-T_9_54	PBBC08	C08	R15H	R15H-2	MV	H	y
7789	R15H-2-T	R15H-2-T_9_55	PBBC08	C08	R15H	R15H-2	MV	H	y
7790	R15H-2-T	R15H-2-T_9_56	PBBC08	C08	R15H	R15H-2	MV	H	y
7791	R15H-2-T	R15H-2-T_9_57	PBBC08	C08	R15H	R15H-2	MV	H	y
7792	R15H-2-T	R15H-2-T_9_58	PBBC08	C08	R15H	R15H-2	MV	H	y
7793	R15H-2-T	R15H-2-T_9_59	PBBC08	C08	R15H	R15H-2	MV	H	y
7794	R15H-2-T	R15H-2-T_9_60	PBBC08	C08	R15H	R15H-2	MV	H	y
7795	R15H-2-T	R15H-2-T_9_61	PBBC08	C08	R15H	R15H-2	MV	H	y
7796	R15H-2-T	R15H-2-T_9_62	PBBC08	C08	R15H	R15H-2	MV	H	y
7797	R15H-2-T	R15H-2-T_9_63	PBBC08	C08	R15H	R15H-2	MV	H	y
7798	R15H-2-T	R15H-2-T_9_64	PBBC08	C08	R15H	R15H-2	MV	H	y
7799	R15H-2-T	R15H-2-T_9_65	PBBC08	C08	R15H	R15H-2	MV	H	y
7800	R15H-2-T	R15H-2-T_9_66	PBBC08	C08	R15H	R15H-2	MV	H	y
7801	R15H-2-T	R15H-2-T_9_67	PBBC08	C08	R15H	R15H-2	MV	H	y
7802	R15H-2-T	R15H-2-T_9_68	PBBC08	C08	R15H	R15H-2	MV	H	y
7803	R15H-2-T	R15H-2-T_9_69	PBBC08	C08	R15H	R15H-2	MV	H	y
7804	R15H-2-T	R15H-2-T_9_70	PBBC08	C08	R15H	R15H-2	MV	H	y
7805	R15H-2-T	R15H-2-T_9_71	PBBC08	C08	R15H	R15H-2	MV	H	y
7806	R15H-2-T	R15H-2-T_9_72	PBBC08	C08	R15H	R15H-2	MV	H	y
7807	R15H-2-T	R15H-2-T_9_73	PBBC08	C08	R15H	R15H-2	MV	H	y
7808	R15H-2-T	R15H-2-T_9_74	PBBC08	C08	R15H	R15H-2	MV	H	y
7809	R15H-2-T	R15H-2-T_9_75	PBBC08	C08	R15H	R15H-2	MV	H	y
7810	R15H-2-T	R15H-2-T_9_76	PBBC08	C08	R15H	R15H-2	MV	H	y
7811	R15H-2-T	R15H-2-T_9_77	PBBC08	C08	R15H	R15H-2	MV	H	y
7812	R15H-2-T	R15H-2-T_9_78	PBBC08	C08	R15H	R15H-2	MV	H	y
7813	R15H-2-T	R15H-2-T_9_79	PBBC08	C08	R15H	R15H-2	MV	H	y
7814	R15H-2-T	R15H-2-T_9_80	PBBC08	C08	R15H	R15H-2	MV	H	y
7815	R15H-2-T	R15H-2-T_9_81	PBBC08	C08	R15H	R15H-2	MV	H	y
7816	R15H-2-T	R15H-2-T_9_82	PBBC08	C08	R15H	R15H-2	MV	H	y
7817	R15H-2-T	R15H-2-T_9_83	PBBC08	C08	R15H	R15H-2	MV	H	y
7818	R15H-2-T	R15H-2-T_9_84	PBBC08	C08	R15H	R15H-2	MV	H	y
7819	R15H-2-T	R15H-2-T_9_85	PBBC08	C08	R15H	R15H-2	MV	H	y
7820	R15H-2-T	R15H-2-T_9_86	PBBC08	C08	R15H	R15H-2	MV	H	y
7821	R15H-2-T	R15H-2-T_9_87	PBBC08	C08	R15H	R15H-2	MV	H	y
7822	R15H-2-T	R15H-2-T_9_88	PBBC08	C08	R15H	R15H-2	MV	H	y
7823	R15H-2-T	R15H-2-T_9_89	PBBC08	C08	R15H	R15H-2	MV	H	y
7824	R15H-2-T	R15H-2-T_9_90	PBBC08	C08	R15H	R15H-2	MV	H	y
7825	R15H-2-T	R15H-2-T_9_91	PBBC08	C08	R15H	R15H-2	MV	H	y
7826	R15H-2-T	R15H-2-T_9_92	PBBC08	C08	R15H	R15H-2	MV	H	y
7827	R15H-2-T	R15H-2-T_9_93	PBBC08	C08	R15H	R15H-2	MV	H	y
7828	R15H-2-T	R15H-2-T_9_94	PBBC08	C08	R15H	R15H-2	MV	H	y
7829	R15H-2-T	R15H-2-T_9_95	PBBC08	C08	R15H	R15H-2	MV	H	y
7830	R15H-2-T	R15H-2-T_9_96	PBBC08	C08	R15H	R15H-2	MV	H	y
7831	R15H-2-T	R15H-2-T_9_97	PBBC08	C08	R15H	R15H-2	MV	H	y
7832	R15H-2-T	R15H-2-T_9_98	PBBC08	C08	R15H	R15H-2	MV	H	y
7833	R15H-2-T	R15H-2-T_9_99	PBBC08	C08	R15H	R15H-2	MV	H	y
7834	R15H-2-T	R15H-2-T_9_100	PBBC08	C08	R15H	R15H-2	MV	H	y
7835	R15H-2-T	R15H-2-T_9_101	PBBC08	C08	R15H	R15H-2	MV	H	y
7836	R15H-2-T	R15H-2-T_9_102	PBBC08	C08	R15H	R15H-2	MV	H	y
7837	R15H-2-T	R15H-2-T_9_103	PBBC08	C08	R15H	R15H-2	MV	H	y
7838	R15H-2-T	R15H-2-T_9_104	PBBC08	C08	R15H	R15H-2	MV	H	y
7839	R15H-2-T	R15H-2-T_9_105	PBBC08	C08	R15H	R15H-2	MV	H	y
7840	R15H-2-T	R15H-2-T_9_106	PBBC08	C08	R15H	R15H-2	MV	H	y
7841	R15H-2-T	R15H-2-T_9_107	PBBC08	C08	R15H	R15H-2	MV	H	y
7842	R15H-2-T	R15H-2-T_9_108	PBBC08	C08	R15H	R15H-2	MV	H	y
7843	R15H-2-T	R15H-2-T_9_109	PBBC08	C08	R15H	R15H-2	MV	H	y
7844	R15H-2-T	R15H-2-T_9_110	PBBC08	C08	R15H	R15H-2	MV	H	y
7845	R15H-2-T	R15H-2-T_9_111	PBBC08	C08	R15H	R15H-2	MV	H	y
7846	R15H-2-T	R15H-2-T_9_112	PBBC08	C08	R15H	R15H-2	MV	H	y
7847	R15H-2-T	R15H-2-T_9_113	PBBC08	C08	R15H	R15H-2	MV	H	y
7848	R15H-2-T	R15H-2-T_9_114	PBBC08	C08	R15H	R15H-2	MV	H	y
7849	R15H-2-T	R15H-2-T_9_115	PBBC08	C08	R15H	R15H-2	MV	H	y
7850	R15H-2-T	R15H-2-T_9_116	PBBC08	C08	R15H	R15H-2	MV	H	y
7851	R15H-2-T	R15H-2-T_9_117	PBBC08	C08	R15H	R15H-2	MV	H	y
7852	R15H-2-T	R15H-2-T_9_118	PBBC08	C08	R15H	R15H-2	MV	H	y
7853	R15H-2-T	R15H-2-T_9_119	PBBC08	C08	R15H	R15H-2	MV	H	y
7854	R15H-2-T	R15H-2-T_9_120	PBBC08	C08	R15H	R15H-2	MV	H	y
7855	R15H-2-T	R15H-2-T_9_121	PBBC08	C08	R15H	R15H-2	MV	H	y
7856	R15H-2-T	R15H-2-T_9_122	PBBC08	C08	R15H	R15H-2	MV	H	y
7857	R15H-2-T	R15H-2-T_9_123	PBBC08	C08	R15H	R15H-2	MV	H	y
7858	R15H-2-T	R15H-2-T_9_124	PBBC08	C08	R15H	R15H-2	MV	H	y
7859	R15H-2-T	R15H-2-T_9_125	PBBC08	C08	R15H	R15H-2	MV	H	y
7860	R15H-2-T	R15H-2-T_9_126	PBBC08	C08	R15H	R15H-2	MV	H	y
7861	R15H-2-T	R15H-2-T_9_127	PBBC08	C08	R15H	R15H-2	MV	H	y
7862	R15H-2-T	R15H-2-T_9_128	PBBC08	C08	R15H	R15H-2	MV	H	y
7863	R15H-2-T	R15H-2-T_9_129	PBBC08	C08	R15H	R15H-2	MV	H	y
7864	R15H-2-T	R15H-2-T_9_130	PBBC08	C08	R15H	R15H-2	MV	H	y
7865	R15H-2-T	R15H-2-T_9_131	PBBC08	C08	R15H	R15H-2	MV	H	y
7866	R15H-2-T	R15H-2-T_9_132	PBBC08	C08	R15H	R15H-2	MV	H	y
7867	R15H-2-T	R15H-2-T_9_133	PBBC08	C08	R15H	R15H-2	MV	H	y
7868	R15H-2-T	R15H-2-T_9_134	PBBC08	C08	R15H	R15H-2	MV	H	y
7869	R15H-2-T	R15H-2-T_9_135	PBBC08	C08	R15H	R15H-2	MV	H	y
7870	R15H-2-T	R15H-2-T_9_136	PBBC08	C08	R15H	R15H-2	MV	H	y
7871	R15H-2-T	R15H-2-T_9_137	PBBC08	C08	R15H	R15H-2	MV	H	y
7872	R15H-2-T	R15H-2-T_9_138	PBBC08	C08	R15H	R15H-2	MV	H	y
7873	R15H-2-T	R15H-2-T_9_139	PBBC08	C08	R15H	R15H-2	MV	H	y
7874	R15H-2-T	R15H-2-T_9_140	PBBC08	C08	R15H	R15H-2	MV	H	y
7875	R15H-2-T	R15H-2-T_9_141	PBBC08	C08	R15H	R15H-2	MV	H	y
7876	R15H-2-T	R15H-2-T_9_142	PBBC08	C08	R15H	R15H-2	MV	H	y
7877	R15H-2-T	R15H-2-T_9_143	PBBC08	C08	R15H	R15H-2	MV	H	y
7878	R15H-2-T	R15H-2-T_9_144	PBBC08	C08	R15H	R15H-2	MV	H	y
7879	R15H-2-T	R15H-2-T_9_145	PBBC08	C08	R15H	R15H-2	MV	H	y
7880	R15H-2-T	R15H-2-T_9_146	PBBC08	C08	R15H	R15H-2	MV	H	y
7881	R15H-2-T	R15H-2-T_9_147	PBBC08	C08	R15H	R15H-2	MV	H	y
7882	R15H-2-T	R15H-2-T_9_148	PBBC08	C08	R15H	R15H-2	MV	H	y
7883	R15H-2-T	R15H-2-T_9_149	PBBC08	C08	R15H	R15H-2	MV	H	y
7884	R15H-2-T	R15H-2-T_9_150	PBBC08	C08	R15H	R15H-2	MV	H	y
7885	R15H-2-T	R15H-2-T_9_151	PBBC08	C08	R15H	R15H-2	MV	H	y
7886	R15H-2-T	R15H-2-T_9_152	PBBC08	C08	R15H	R15H-2	MV	H	y
7887	R15H-2-T	R15H-2-T_9_153	PBBC08	C08	R15H	R15H-2	MV	H	y
7888	R15H-2-T	R15H-2-T_9_154	PBBC08	C08	R15H	R15H-2	MV	H	y
7889	R15H-2-T	R15H-2-T_9_155	PBBC08	C08	R15H	R15H-2	MV	H	y
7890	R15H-2-T	R15H-2-T_9_156	PBBC08	C08	R15H	R15H-2	MV	H	y
7891	R15H-2-T	R15H-2-T_9_157	PBBC08	C08	R15H	R15H-2	MV	H	y
7892	R15H-2-T	R15H-2-T_9_158	PBBC08	C08	R15H	R15H-2	MV	H	y
7893	R15H-2-T	R15H-2-T_9_159	PBBC08	C08	R15H	R15H-2	MV	H	y
7894	R15H-2-T	R15H-2-T_9_160	PBBC08	C08	R15H	R15H-2	MV	H	y
7895	R15H-2-T	R15H-2-T_9_161	PBBC08	C08	R15H	R15H-2	MV	H	y
7896	R15H-2-T	R15H-2-T_9_162	PBBC08	C08	R15H	R15H-2	MV	H	y
7897	R15H-2-T	R15H-2-T_9_163	PBBC08	C08	R15H	R15H-2	MV	H	y
7898	R15H-2-T	R15H-2-T_9_164	PBBC08	C08	R15H	R15H-2	MV	H	y
7899	R15H-2-T	R15H-2-T_9_165	PBBC08	C08	R15H	R15H-2	MV	H	y
7900	R15H-2-T	R15H-2-T_9_166	PBBC08	C08	R15H	R15H-2	MV	H	y
7901	R15H-2-T	R15H-2-T_9_167	PBBC08	C08	R15H	R15H-2	MV	H	y
7902	R15H-2-T	R15H-2-T_9_168	PBBC08	C08	R15H	R15H-2	MV	H	y
7903	R15H-2-T	R15H-2-T_9_169	PBBC08	C08	R15H	R15H-2	MV	H	y
7904	R15H-2-T	R15H-2-T_9_170	PBBC08	C08	R15H	R15H-2	MV	H	y
7905	R15H-2-T	R15H-2-T_9_171	PBBC08	C08	R15H	R15H-2	MV	H	y
7906	R15H-2-T	R15H-2-T_9_172	PBBC08	C08	R15H	R15H-2	MV	H	y
7907	R15H-2-T	R15H-2-T_9_173	PBBC08	C08	R15H	R15H-2	MV	H	y
7908	R15H-2-T	R15H-2-T_9_174	PBBC08	C08	R15H	R15H-2	MV	H	y
7909	R15H-2-T	R15H-2-T_9_175	PBBC08	C08	R15H	R15H-2	MV	H	y
7910	R15H-2-T	R15H-2-T_9_176	PBBC08	C08	R15H	R15H-2	MV	H	y
7911	R15H-2-T	R15H-2-T_9_177	PBBC08	C08	R15H	R15H-2	MV	H	y
7912	R15H-2-T	R15H-2-T_9_178	PBBC08	C08	R15H	R15H-2	MV	H	y
7913	R15H-2-T	R15H-2-T_9_179	PBBC08	C08	R15H	R15H-2	MV	H	y
7914	R15H-2-T	R15H-2-T_9_180	PBBC08	C08	R15H	R15H-2	MV	H	y
7915	R15H-2-T	R15H-2-T_9_181	PBBC08	C08	R15H	R15H-2	MV	H	y
7916	R15H-2-T	R15H-2-T_9_182	PBBC08	C08	R15H	R15H-2	MV	H	y
7917	R15H-2-T	R15H-2-T_9_183	PBBC08	C08	R15H	R15H-2	MV	H	y
7918	R15H-2-T	R15H-2-T_9_184	PBBC08	C08	R15H	R15H-2	MV	H	y
7919	R15H-2-T	R15H-2-T_9_185	PBBC08	C08	R15H	R15H-2	MV	H	y
7920	R15H-2-T	R15H-2-T_9_186	PBBC08	C08	R15H	R15H-2	MV	H	y
7921	R15H-2-T	R15H-2-T_9_187	PBBC08	C08	R15H	R15H-2	MV	H	y
7922	R15H-2-T	R15H-2-T_9_188	PBBC08	C08	R15H	R15H-2	MV	H	y
7923	R15H-2-T	R15H-2-T_9_189	PBBC08	C08	R15H	R15H-2	MV	H	y
7924	R15H-2-T	R15H-2-T_9_190	PBBC08	C08	R15H	R15H-2	MV	H	y
7925	R15H-2-T	R15H-2-T_9_191	PBBC08	C08	R15H	R15H-2	MV	H	y
7926	R15H-2-T	R15H-2-T_9_192	PBBC08	C08	R15H	R15H-2	MV	H	y
7927	R15H-2-T	R15H-2-T_9_193	PBBC08	C08	R15H	R15H-2	MV	H	y
7928	R15H-2-T	R15H-2-T_9_194	PBBC08	C08	R15H	R15H-2	MV	H	y
7929	R15H-2-T	R15H-2-T_9_195	PBBC08	C08	R15H	R15H-2	MV	H	y
7930	R15H-2-T	R15H-2-T_9_196	PBBC08	C08	R15H	R15H-2	MV	H	y
7931	R15H-2-T	R15H-2-T_9_197	PBBC08	C08	R15H	R15H-2	MV	H	y
7932	R15H-2-T	R15H-2-T_9_198	PBBC08	C08	R15H	R15H-2	MV	H	y
7933	R15H-2-T	R15H-2-T_9_199	PBBC08	C08	R15H	R15H-2	MV	H	y
7934	R15H-2-T	R15H-2-T_9_200	PBBC08	C08	R15H	R15H-2	MV	H	y
7935	R15H-2-T	R15H-2-T_9_201	PBBC08	C08	R15H	R15H-2	MV	H	y
7936	R15H-2-T	R15H-2-T_9_202	PBBC08	C08	R15H	R15H-2	MV	H	y
7937	R15H-2-T	R15H-2-T_9_203	PBBC08	C08	R15H	R15H-2	MV	H	y
7938	R15H-2-T	R15H-2-T_9_204	PBBC08	C08	R15H	R15H-2	MV	H	y
7939	R15H-2-T	R15H-2-T_9_205	PBBC08	C08	R15H	R15H-2	MV	H	y
7940	R15H-2-T	R15H-2-T_9_206	PBBC08	C08	R15H	R15H-2	MV	H	y
7941	R15H-2-T	R15H-2-T_9_207	PBBC08	C08	R15H	R15H-2	MV	H	y
7942	R15H-2-T	R15H-2-T_9_208	PBBC08	C08	R15H	R15H-2	MV	H	y
7943	R15H-2-T	R15H-2-T_9_209	PBBC08	C08	R15H	R15H-2	MV	H	y
7944	R15H-2-T	R15H-2-T_9_210	PBBC08	C08	R15H	R15H-2	MV	H	y
7945	R15H-2-T	R15H-2-T_9_211	PBBC08	C08	R15H	R15H-2	MV	H	y
7946	R15H-2-T	R15H-2-T_9_212	PBBC08	C08	R15H	R15H-2	MV	H	y
7947	R15H-2-T	R15H-2-T_9_213	PBBC08	C08	R15H	R15H-2	MV	H	y
7948	R15H-2-T	R15H-2-T_9_214	PBBC08	C08	R15H	R15H-2	MV	H	y
7949	R15H-2-T	R15H-2-T_9_215	PBBC08	C08	R15H	R15H-2	MV	H	y
7950	R15H-2-T	R15H-2-T_9_216	PBBC08	C08	R15H	R15H-2	MV	H	y
7951	R15H-2-T	R15H-2-T_9_217	PBBC08	C08	R15H	R15H-2	MV	H	y
7952	R15H-2-T	R15H-2-T_9_218	PBBC08	C08	R15H	R15H-2	MV	H	y
7953	R15H-2-T	R15H-2-T_9_219	PBBC08	C08	R15H	R15H-2	MV	H	y
7954	R15H-2-T	R15H-2-T_9_220	PBBC08	C08	R15H	R15H-2	MV	H	y
7955	R15H-2-T	R15H-2-T_9_221	PBBC08	C08	R15H	R15H-2	MV	H	y
7956	R15H-2-T	R15H-2-T_9_222	PBBC08	C08	R15H	R15H-2	MV	H	y
7957	R15H-2-T	R15H-2-T_9_223	PBBC08	C08	R15H	R15H-2	MV	H	y
7958	R15H-2-T	R15H-2-T_9_224	PBBC08	C08	R15H	R15H-2	MV	H	y
7959	R15H-2-T	R15H-2-T_9_225	PBBC08	C08	R15H	R15H-2	MV	H	y
7960	R15H-2-T	R15H-2-T_9_226	PBBC08	C08	R15H	R15H-2	MV	H	y
7961	R15H-2-T	R15H-2-T_9_227	PBBC08	C08	R15H	R15H-2	MV	H	y
7962	R15H-2-T	R15H-2-T_9_228	PBBC08	C08	R15H	R15H-2	MV	H	y
7963	R15H-2-T	R15H-2-T_9_229	PBBC08	C08	R15H	R15H-2	MV	H	y
7964	R15H-2-T	R15H-2-T_9_230	PBBC08	C08	R15H	R15H-2	MV	H	y
7965	R15H-2-T	R15H-2-T_9_231	PBBC08	C08	R15H	R15H-2	MV	H	y
7966	R15H-2-T	R15H-2-T_9_232	PBBC08	C08	R15H	R15H-2	MV	H	y
7967	R15H-2-T	R15H-2-T_9_233	PBBC08	C08	R15H	R15H-2	MV	H	y
7968	R15H-2-T	R15H-2-T_9_234	PBBC08	C08	R15H	R15H-2	MV	H	y
7969	R15H-2-T	R15H-2-T_9_235	PBBC08	C08	R15H	R15H-2	MV	H	y
7970	R15H-2-T	R15H-2-T_9_236	PBBC08	C08	R15H	R15H-2	MV	H	y
7971	R15H-2-T	R15H-2-T_9_237	PBBC08	C08	R15H	R15H-2	MV	H	y
7972	R15H-2-T	R15H-2-T_9_238	PBBC08	C08	R15H	R15H-2	MV	H	y
7973	R15H-2-T	R15H-2-T_9_239	PBBC08	C08	R15H	R15H-2	MV	H	y
