0	H183	5,170,999,22,79,161,174,179,37,47,440,184,55,58,295
1	H180	5,170,999,22,79,161,174,179,440,184,55,58,295
2	H170	5,170,161,174,179,37,47,440,184,55,58,295
3	H152	5,170,161,174,179,37,440,184,55,58,295
4	H158	5,170,161,174,179,37,47,184,55,58,295
5	H166	5,170,161,174,179,37,47,440,184,58,295
6	H085	5,170,174,179,37,47,440,184,55,295
7	H168	5,170,161,174,179,37,47,440,184,55,295
8	H140	5,170,161,174,179,47,440,184,55,295
9	H094	5,170,161,184,55,295
