	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122
0		0.79682	1.26476	1.7112	1.7163300000000001	1.70978	2.2079999999999997	1.72895	2.2079999999999997	2.62721	1.47221	6.18231	5.78058	4.8626	5.4069199999999995	5.81619	4.99764	4.5226999999999995	5.3354099999999995	6.1012699999999995	6.02551	6.70363	7.69104	7.15423	5.249549999999999	7.65709	6.63044	5.81185	8.03969	7.25558	6.20759	4.929	4.929	4.11045	4.11045	3.32377	2.87099	2.87099	2.24952	8.65783	7.41432	7.74319	7.20638	4.11045	3.6319600000000003	8.26816	5.20219	2.20186	8.03969	6.20759	5.23156	4.11045	4.11045	3.33612	3.30238	2.62929	2.23791	2.4612	7.37302	6.83621	2.9567900000000003	2.71079	5.12718	7.79525	5.21197	4.36545	3.44512	3.4451200000000006	2.7699500000000006	3.55662	3.30238	1.96309	2.29666	1.72072	1.16554	1.5859100000000002	6.76511	3.55662	6.02551	2.76995	2.7699500000000006	2.12631	2.84337	1.34311	2.82078	1.7547899999999998	2.0550100000000002	1.5821	6.02551	2.3057600000000003	1.5162	2.17265	1.52161	1.252	1.8072400000000002	3.6404900000000002	2.18269	1.5821	2.90966	2.28819	1.6919500000000003	1.6892	1.1226500000000001	2.18269	2.20186	1.2704300000000002	2.1892400000000003	2.71694	2.21415	3.3145800000000003	2.7777700000000003	1.7163300000000001	2.5001800000000003	2.18269	2.08292	1.70208	0.38252	2.79662	2.2206799999999998	0.38252	1.4554999999999998	1.9828899999999998	4.99764
1	0.79682		2.06158	2.50802	2.51315	2.5066	3.0048199999999996	2.52577	3.0048199999999996	3.4240299999999997	2.26903	6.9791300000000005	6.5774	5.65942	6.20374	6.61301	5.79446	5.31952	6.13223	6.89809	6.82233	7.500450000000001	8.487860000000001	7.95105	6.04637	8.45391	7.42726	6.60867	8.83651	8.0524	7.00441	5.725820000000001	5.725820000000001	4.9072700000000005	4.9072700000000005	4.12059	3.6678100000000002	3.6678100000000002	3.04634	9.45465	8.21114	8.54001	8.0032	4.9072700000000005	4.428780000000001	9.06498	5.99901	2.99868	8.83651	7.00441	6.02838	4.9072700000000005	4.9072700000000005	4.1329400000000005	4.0992	3.42611	3.0347299999999997	3.25802	8.16984	7.633030000000001	3.75361	3.5076099999999997	5.924	8.59207	6.00879	5.16227	4.2419400000000005	4.2419400000000005	3.5667700000000004	4.35344	4.0992	2.75991	3.09348	2.51754	1.9623599999999999	2.38273	7.56193	4.35344	6.82233	3.56677	3.5667700000000004	2.92313	3.64019	2.13993	3.6176	2.5516099999999997	2.85183	2.37892	6.82233	3.10258	2.31302	2.96947	2.3184299999999998	2.04882	2.60406	4.43731	2.97951	2.37892	3.70648	3.08501	2.48877	2.48602	1.91947	2.97951	2.99868	2.06725	2.98606	3.51376	3.01097	4.1114	3.5745899999999997	2.51315	3.2969999999999997	2.97951	2.87974	2.4989	1.17934	3.59344	3.0175	1.17934	2.25232	2.7797099999999997	5.79446
2	1.26476	2.06158		0.44734	0.45157	0.44592	0.94414	0.46509	0.94414	3.8919699999999997	2.73697	7.44707	7.0453399999999995	6.1273599999999995	6.671679999999999	7.08095	6.2623999999999995	5.787459999999999	6.60017	7.36603	7.29027	7.968389999999999	8.9558	8.41899	6.51431	8.92185	7.8952	7.07661	9.30445	8.520340000000001	7.47235	6.19376	6.19376	5.37521	5.37521	4.58853	4.13575	4.13575	3.51428	9.92259	8.679079999999999	9.007950000000001	8.47114	5.37521	4.89672	9.53292	6.46695	0.938	9.30445	7.47235	6.49632	5.37521	5.37521	4.60088	4.56714	3.89405	3.50267	3.7259599999999997	8.63778	8.10097	4.221550000000001	1.44693	6.39194	9.06001	6.47673	5.63021	4.70988	4.709880000000001	4.0347100000000005	4.82138	4.56714	3.22785	3.56142	2.98548	2.4303	0.5740700000000001	8.029869999999999	4.82138	7.29027	4.0347100000000005	4.0347100000000005	3.39107	4.10813	2.60787	4.08554	3.0195499999999997	1.04317	0.57026	7.29027	3.57052	2.7809600000000003	3.43741	2.78637	2.51676	3.072	4.9052500000000006	0.9188299999999999	0.57026	4.1744200000000005	3.55295	2.95671	2.9539600000000004	2.38741	0.9188299999999999	0.938	2.53519	0.92448	1.4530800000000001	0.95029	4.57934	4.04253	0.45157	3.76494	0.9188299999999999	0.81906	0.43822	1.64728	4.06138	3.4854399999999996	1.64728	2.7202599999999997	3.24765	6.2623999999999995
3	1.7112	2.50802	0.44734		0.89891	0.89236	1.39058	0.91153	1.39058	4.33841	3.1834100000000003	7.89351	7.491779999999999	6.573799999999999	7.118119999999999	7.52739	6.7088399999999995	6.233899999999999	7.046609999999999	7.812469999999999	7.7367099999999995	8.41483	9.402239999999999	8.86543	6.960749999999999	9.36829	8.34164	7.52305	9.75089	8.96678	7.9187899999999996	6.6402	6.6402	5.82165	5.82165	5.03497	4.58219	4.58219	3.9607199999999994	10.369029999999999	9.12552	9.45439	8.917580000000001	5.82165	5.34316	9.97936	6.91339	1.3844400000000001	9.75089	7.9187899999999996	6.94276	5.82165	5.82165	5.04732	5.01358	4.34049	3.9491099999999997	4.1724	9.08422	8.54741	4.6679900000000005	1.89337	6.83838	9.506450000000001	6.92317	6.07665	5.15632	5.156320000000001	4.48115	5.26782	5.01358	3.67429	4.00786	3.43192	2.87674	1.02051	8.47631	5.26782	7.7367099999999995	4.48115	4.48115	3.83751	4.55457	3.05431	4.53198	3.4659899999999997	1.4896099999999999	1.0167	7.7367099999999995	4.01696	3.2274000000000003	3.88385	3.2328099999999997	2.9632	3.51844	5.3516900000000005	1.36527	1.0167	4.62086	3.99939	3.40315	3.4004000000000003	2.83385	1.36527	1.3844400000000001	2.98163	1.37182	1.89952	1.39673	5.02578	4.48897	0.89891	4.21138	1.36527	1.2655	0.88466	2.0937200000000002	4.50782	3.9318799999999996	2.0937200000000002	3.1666999999999996	3.6940899999999997	6.7088399999999995
4	1.7163300000000001	2.51315	0.45157	0.89891		0.8974899999999999	1.39571	0.91666	1.39571	4.34354	3.18854	7.898639999999999	7.496909999999999	6.578929999999999	7.123249999999999	7.532519999999999	6.713969999999999	6.239029999999999	7.051739999999999	7.817599999999999	7.741839999999999	8.41996	9.40737	8.87056	6.9658799999999985	9.37342	8.34677	7.528179999999999	9.75602	8.971910000000001	7.92392	6.64533	6.64533	5.82678	5.82678	5.040100000000001	4.58732	4.58732	3.9658499999999997	10.37416	9.13065	9.45952	8.922709999999999	5.82678	5.34829	9.98449	6.91852	1.38957	9.75602	7.92392	6.94789	5.82678	5.82678	5.05245	5.0187100000000004	4.34562	3.95424	4.17753	9.08935	8.55254	4.673120000000001	1.8984999999999999	6.843509999999999	9.511579999999999	6.9283	6.08178	5.16145	5.16145	4.486280000000001	5.27295	5.0187100000000004	3.6794200000000004	4.01299	3.43705	2.88187	1.02564	8.48144	5.27295	7.741839999999999	4.486280000000001	4.486280000000001	3.8426400000000003	4.5597	3.0594400000000004	4.53711	3.47112	1.49474	1.02183	7.741839999999999	4.02209	3.23253	3.88898	3.23794	2.96833	3.5235700000000003	5.356820000000001	1.3704	1.02183	4.62599	4.00452	3.4082800000000004	3.40553	2.8389800000000003	1.3704	1.38957	2.9867600000000003	0.92005	1.9046500000000002	1.40186	5.03091	4.4941	0.44714	4.21651	1.3704	1.2706300000000001	0.88979	2.09885	4.51295	3.93701	2.09885	3.17183	3.69922	6.713969999999999
5	1.70978	2.5066	0.44592	0.89236	0.8974899999999999		1.38916	0.91011	1.38916	4.33699	3.18199	7.89209	7.490359999999999	6.572379999999999	7.116699999999999	7.525969999999999	6.707419999999999	6.232479999999999	7.04519	7.81105	7.735289999999999	8.413409999999999	9.40082	8.86401	6.95933	9.366869999999999	8.340219999999999	7.521629999999999	9.749469999999999	8.96536	7.91737	6.638780000000001	6.638780000000001	5.8202300000000005	5.8202300000000005	5.03355	4.580769999999999	4.580769999999999	3.9593	10.367609999999999	9.124099999999999	9.45297	8.91616	5.8202300000000005	5.341740000000001	9.97794	6.91197	1.38302	9.749469999999999	7.91737	6.94134	5.8202300000000005	5.8202300000000005	5.0459000000000005	5.01216	4.33907	3.9476899999999997	4.17098	9.082799999999999	8.54599	4.66657	1.89195	6.8369599999999995	9.50503	6.92175	6.07523	5.1549000000000005	5.1549000000000005	4.479730000000001	5.2664	5.01216	3.67287	4.0064400000000004	3.4305000000000003	2.8753200000000003	1.01909	8.474889999999998	5.2664	7.735289999999999	4.47973	4.479730000000001	3.8360900000000004	4.5531500000000005	3.05289	4.53056	3.46457	1.48819	1.01528	7.735289999999999	4.0155400000000006	3.22598	3.8824300000000003	3.23139	2.96178	3.5170200000000005	5.35027	0.47381	1.01528	4.61944	3.9979700000000005	3.4017300000000006	3.39898	2.8324300000000004	0.47291	1.38302	2.9802100000000005	1.3704	1.8981000000000001	1.39531	5.02436	4.48755	0.8974899999999999	4.20996	0.47425	1.26408	0.4554	2.0923000000000003	4.506399999999999	3.9304599999999996	2.0923000000000003	3.1652799999999996	3.6926699999999997	6.707419999999999
6	2.2079999999999997	3.0048199999999996	0.94414	1.39058	1.39571	1.38916		0.48075	0.4738	4.83521	3.6802099999999998	8.390310000000001	7.988580000000001	7.070600000000001	7.614920000000001	8.02419	7.205640000000001	6.730700000000001	7.5434100000000015	8.309270000000001	8.23351	8.91163	9.899040000000001	9.36223	7.457550000000001	9.865090000000002	8.838440000000002	8.019850000000002	10.247690000000002	9.46358	8.41559	7.1370000000000005	7.1370000000000005	6.31845	6.31845	5.53177	5.078989999999999	5.078989999999999	4.45752	10.86583	9.622320000000002	9.95119	9.414380000000001	6.31845	5.83996	10.47616	7.41019	0.95366	10.247690000000002	8.41559	7.43956	6.31845	6.31845	5.5441199999999995	5.51038	4.837289999999999	4.44591	4.6692	9.581020000000002	9.044210000000001	5.16479	0.50279	7.335180000000001	10.003250000000001	7.419969999999999	6.573449999999999	5.6531199999999995	5.65312	4.97795	5.76462	5.51038	4.1710899999999995	4.504659999999999	3.9287199999999998	3.3735399999999998	1.5173100000000002	8.973110000000002	5.76462	8.23351	4.97795	4.97795	4.33431	5.05137	3.5511099999999995	5.028779999999999	3.9627899999999996	1.98641	1.5135	8.23351	4.5137599999999996	3.7241999999999997	4.380649999999999	3.7296099999999996	3.46	4.01524	5.84849	1.8620700000000001	1.5135	5.11766	4.49619	3.89995	3.8971999999999998	3.33065	1.8620700000000001	0.95366	3.47843	1.86862	1.46982	0.9670300000000001	5.52258	4.98577	1.39571	4.70818	1.8620700000000001	0.8358	1.3814600000000001	2.5905199999999997	5.004619999999999	4.42868	2.5905199999999997	3.6634999999999995	4.19089	7.205640000000001
7	1.72895	2.52577	0.46509	0.91153	0.91666	0.91011	0.48075		0.48075	4.35616	3.20116	7.91126	7.50953	6.59155	7.13587	7.54514	6.72659	6.25165	7.064360000000001	7.830220000000001	7.75446	8.43258	9.41999	8.88318	6.9785	9.386040000000001	8.359390000000001	7.5408	9.768640000000001	8.98453	7.93654	6.6579500000000005	6.6579500000000005	5.8394	5.8394	5.05272	4.59994	4.59994	3.9784699999999997	10.38678	9.143270000000001	9.47214	8.93533	5.8394	5.3609100000000005	9.99711	6.93114	0.47381	9.768640000000001	7.93654	6.96051	5.8394	5.8394	5.06507	5.03133	4.35824	3.9668599999999996	4.190149999999999	9.101970000000001	8.56516	4.68574	0.98354	6.85613	9.5242	6.94092	6.0944	5.17407	5.17407	4.498900000000001	5.28557	5.03133	3.69204	4.02561	3.4496700000000002	2.8944900000000002	1.03826	8.494060000000001	5.28557	7.75446	4.4989	4.498900000000001	3.8552600000000004	4.57232	3.07206	4.54973	3.48374	1.5073599999999998	1.0344499999999999	7.75446	4.0347100000000005	3.2451499999999998	3.9016	3.25056	2.98095	3.5361900000000004	5.36944	1.38302	1.0344499999999999	4.63861	4.01714	3.4209000000000005	3.41815	2.8516000000000004	1.38302	0.47291	2.9993800000000004	1.38957	0.9907699999999999	0.48798	5.04353	4.50672	0.91666	4.22913	1.38302	0.35675	0.9024099999999999	2.11147	4.52557	3.9496299999999995	2.11147	3.1844499999999996	3.7118399999999996	6.72659
8	2.2079999999999997	3.0048199999999996	0.94414	1.39058	1.39571	1.38916	0.4738	0.48075		4.83521	3.6802099999999998	8.390310000000001	7.988580000000001	7.070600000000001	7.614920000000001	8.02419	7.205640000000001	6.730700000000001	7.5434100000000015	8.309270000000001	8.23351	8.91163	9.899040000000001	9.36223	7.457550000000001	9.865090000000002	8.838440000000002	8.019850000000002	10.247690000000002	9.46358	8.41559	7.1370000000000005	7.1370000000000005	6.31845	6.31845	5.53177	5.078989999999999	5.078989999999999	4.45752	10.86583	9.622320000000002	9.95119	9.414380000000001	6.31845	5.83996	10.47616	7.41019	0.95366	10.247690000000002	8.41559	7.43956	6.31845	6.31845	5.5441199999999995	5.51038	4.837289999999999	4.44591	4.6692	9.581020000000002	9.044210000000001	5.16479	0.97659	7.335180000000001	10.003250000000001	7.419969999999999	6.573449999999999	5.6531199999999995	5.65312	4.97795	5.76462	5.51038	4.1710899999999995	4.504659999999999	3.9287199999999998	3.3735399999999998	1.5173100000000002	8.973110000000002	5.76462	8.23351	4.97795	4.97795	4.33431	5.05137	3.5511099999999995	5.028779999999999	3.9627899999999996	1.98641	1.5135	8.23351	4.5137599999999996	3.7241999999999997	4.380649999999999	3.7296099999999996	3.46	4.01524	5.84849	1.8620700000000001	1.5135	5.11766	4.49619	3.89995	3.8971999999999998	3.33065	1.8620700000000001	0.95366	3.47843	1.86862	1.46982	0.9670300000000001	5.52258	4.98577	1.39571	4.70818	1.8620700000000001	0.8358	1.3814600000000001	2.5905199999999997	5.004619999999999	4.42868	2.5905199999999997	3.6634999999999995	4.19089	7.205640000000001
9	2.62721	3.4240299999999997	3.8919699999999997	4.33841	4.34354	4.33699	4.83521	4.35616	4.83521		4.09942	8.809520000000001	8.40779	7.48981	8.034130000000001	8.4434	7.62485	7.14991	7.962620000000001	8.728480000000001	8.65272	9.33084	10.31825	9.78144	7.876760000000001	10.284300000000002	9.257650000000002	8.439060000000001	10.666900000000002	8.25403	7.20604	2.94367	2.94367	2.12512	2.12512	1.33844	5.498200000000001	5.498200000000001	4.87673	11.28504	10.041530000000002	10.3704	9.833590000000001	2.12512	4.63041	10.89537	6.20064	4.82907	10.666900000000002	7.20604	6.23001	2.12512	2.12512	1.35079	0.67963	0.64396	4.86512	5.08841	10.000230000000002	9.463420000000001	3.95524	5.337999999999999	7.754390000000001	10.422460000000001	6.21042	5.3639	4.44357	4.44357	3.7684000000000006	4.555070000000001	0.67517	0.67328	4.92387	4.34793	3.79275	4.21312	9.392320000000002	4.555070000000001	8.65272	3.7684000000000006	3.7684000000000006	3.12476	3.8418200000000002	1.2841	3.81923	4.382	4.68222	4.20931	8.65272	3.3042100000000003	2.5146500000000005	3.1711	2.52006	3.8792099999999996	2.8056900000000002	6.2677000000000005	4.8099	4.20931	3.9081099999999998	3.2866400000000002	2.6904000000000003	2.68765	2.1211	4.8099	4.82907	2.2688800000000002	4.81645	5.34415	4.84136	5.94179	5.40498	4.34354	5.12739	4.8099	4.7101299999999995	4.32929	3.00973	5.423830000000001	4.84789	3.00973	4.0827100000000005	4.6101	7.62485
